TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,11,11,14,11,14,14,14,4,11,7,14,11,18,22,22,22,25,18,32,0,32,47,58,58,47,54,50,54,50,65,36,29,25,11,11,14,18,18,18,18,14,58,32,61,54,115,97,116,..
Greece,853,922,1094,1256,1444,1660,1883,1948,2077,3355,3863,5443,6502,7348,7164,7189,8082,9313,11743,11614,11711,11855,11826,12449,13554,14695,15584,16790,18173,19375,20178,21524,23724,25848,28426,30143,31774,35255,39024,41339,44136,47664,50360,54018,57139,59324,63925,67583,70888,71168,64800,60620,66492,61229,60487,64534,70013,69276,64108,..
Guatemala,..,..,..,..,..,..,..,..,..,..,..,598,770,835,896,1069,1177,1357,1498,1415,1346,1382,1408,1444,1501,1519,1595,2293,2102,2268,2452,2588,2927,3172,3416,3654,3798,4039,4313,4637,3478,5213,5418,5497,5587,5832,6620,6894,6516,5954,7286,7510,7042,7315,7625,8050,9508,9467,10273,..
Haiti,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,54,54,220,180,144,137,18,32,83,378,83,252,252,252,252,292,252,256,263,256,238,367,223,241,410,166,133,133,137,138,140,..
Honduras,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,608,655,655,720,796,1022,1112,1285,1382,1440,1606,1663,1937,1969,1732,2243,2524,2790,3082,2952,3532,3614,3838,4295,4406,4619,5083,5605,5944,5951,5980,6091,6221,6462,6523,6890,7236,8351,8242,..
Hong Kong (China),..,..,..,..,..,..,..,..,..,..,..,6484,7225,8161,7934,8773,9713,11347,12643,13878,15775,17474,20099,23011,24797,26993,29387,33584,35896,38333,41828,45504,48222,52488,57794,60192,64757,68177,74171,76334,80680,84586,87613,89226,91645,93733,95767,97553,98071,99259,100289,100465,102449,102078,103280,104288,104137,104289,106078,..
Hungary,..,..,..,..,..,4313,4529,5072,4705,5306,4824,7272,7841,8309,7499,7290,7682,8417,9878,8186,9533,10991,11869,12427,13586,13964,14584,15836,16322,19184,19933,22331,22338,23303,26518,26377,29268,30128,31572,30971,31968,32350,31403,31129,32846,35752,37073,39071,38977,40907,40878,41278,28141,27025,27529,28573,28962,29963,30744,..
Iceland,173,198,212,220,245,274,295,320,320,320,320,349,392,371,436,371,378,414,562,598,637,731,785,745,986,1026,990,1116,1814,1753,1750,1962,1732,1818,2113,1951,1649,1710,2336,2488,2740,2815,2887,2822,3175,3298,3445,3560,3827,3676,3683,3668,3733,3744,3694,4381,4547,4794,6171,..
India,..,..,..,..,..,..,..,..,..,..,..,10667,10055,10796,11095,12625,14911,15941,15592,16765,16855,18698,21046,23620,24973,26244,27983,31831,36238,34380,40291,43362,45655,51030,57730,61769,63072,69725,71280,77274,82699,88996,100940,112219,119678,142229,159548,169459,197338,215107,240203,237910,268596,276314,304675,334602,372438,379417,397487,..
Indonesia,..,..,..,..,..,..,..,..,..,..,..,2066,2196,1951,1958,2279,2462,2794,3172,3622,9169,7636,9295,8179,8863,9886,10634,11826,13198,17906,16726,18468,19937,22410,25351,24862,33955,37105,44712,47200,52517,56113,58550,65488,76266,84769,91516,101538,110938,121673,131353,137358,150055,165416,174985,180302,195206,203177,214450,..
