TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ethiopia,..,..,..,..,..,..,..,..,..,..,..,407624,420114,432642,444051,453678,461690,467955,473897,480503,490140,501674,516027,532593,549602,567339,585891,605015,625136,646227,668801,693025,720057,747428,774428,801391,828129,854015,878638,903772,930440,959713,988262,1020977,1047743,1075057,1106168,1138145,1171677,1197767,1231312,1265696,1302168,1337473,1382341,1404602,1434946,1464418,1503337,..
Finland,28270,37802,53419,61699,66786,86871,102523,107051,124404,125137,143334,146005,162261,179625,146019,165711,175190,189269,198896,200573,187143,170985,162986,158556,174742,196478,203596,220365,203887,201157,223298,232730,232300,223097,231252,227386,224210,218512,225627,216196,187765,204160,207757,213998,210692,210040,214328,214416,210954,221781,245721,215114,229920,216385,214443,207185,223557,220205,216703,..
France,613104,616153,690475,808333,713859,667550,612151,604696,612396,592896,904229,865578,852415,896025,870861,865866,882480,897889,951556,999356,946198,942209,948279,1028874,1057567,1600025,1636567,1620528,1506950,1502835,1468427,1659563,1636705,1593494,1504345,1480112,1635586,1544528,1589489,1609847,1694470,1773162,1703795,1772332,1841102,1794914,1763540,1674194,1821233,1804364,1852467,1578101,1731413,1811992,1492783,1570385,1635796,1601651,1543662,..
Gabon,..,..,..,..,..,..,..,..,..,..,..,16624,16655,17914,18401,19045,19400,19874,20251,20535,21213,22062,25897,26110,27140,28055,27693,27575,28459,26099,27337,28367,29094,29707,29913,30942,31549,32037,32778,33659,34287,35198,36275,37078,37899,39103,40216,41497,42729,44137,46351,47880,49699,51560,53124,54680,54823,54425,53848,..
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90613,75412,92104,110619,38636,49863,52756,47959,50242,47480,50641,44284,42525,43584,44743,34235,34462,36454,36811,38359,43524,40039,43904,48538,49526,50298,53016,55948,51385,..
Germany,1084905,1176923,1386379,1635591,1607410,1659384,1723192,1740695,1871752,2168199,2417866,2357074,2427241,2545415,2322655,2284778,2456843,2452520,2476898,2555252,2297457,2193506,2140083,2086765,2713845,2911164,2931353,2922910,2691051,2461752,2636339,2714055,2599200,2769697,2663670,2768848,3023377,2978580,2936622,2758323,2726405,2914722,2807796,2783151,2700748,2654187,2693755,2315934,2605050,2468680,2649017,2319186,2448424,2584221,2203862,2263908,2343330,2324112,2268436,..
Ghana,..,..,..,..,..,..,..,..,..,..,..,70526,74250,78017,79323,81798,84281,87174,90463,92383,92550,97294,99012,98195,101284,105835,109000,113553,116946,121393,123999,127073,132245,137040,142284,147141,152162,154138,157578,162133,115330,110690,104851,102550,99287,95241,91873,92205,97155,102942,99711,105687,104452,103031,109219,108944,121121,135529,136809,..
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Greece,20524,22086,24766,26588,26729,27047,23964,28445,30066,35953,62904,69715,74477,82045,76890,80279,82594,79008,94993,87802,83237,81938,94658,88450,91038,96899,94095,108751,110338,115779,127496,131158,132377,131646,133753,138984,164692,171531,177455,178263,189799,198902,207419,232337,228155,232100,232131,225894,219618,204630,195377,231364,213360,159992,160977,186758,182070,182199,160983,..
Guatemala,..,..,..,..,..,..,..,..,..,..,..,61607,63203,64784,65964,86626,88842,91351,93960,96406,92027,94462,96409,98449,100834,102943,105607,107284,109579,113410,116526,116783,119687,118107,116219,119006,121437,123786,124514,146670,147052,147426,178395,186421,194262,200954,202391,209590,222021,226284,233261,240617,248434,255698,261989,268006,284594,300262,307289,..
