TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Lao People's Democratic Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5583,5545,3969,2589,1886,2317,1976,2419,2368,2269,2522,2931,3001,3123,3099,3180,3289,3175,3112,2847,3419,2998,2816,2799,2508,2561,2589,2306,2716,..
Lebanon,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,498,0,0,0,0,0,0,0,0,..
Libya,..,..,..,..,..,..,..,..,..,..,..,2113,2284,1982,2058,2505,1915,2258,2339,2187,5288,3567,3668,4286,5149,6214,7253,6140,7307,9192,8103,7764,7288,7113,7350,6983,7642,7932,7982,5358,6869,7355,7818,8148,9924,8408,9216,9374,9703,8668,10182,9087,10883,12624,13965,14449,16134,16824,16823,..
Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9382,9624,5587,3074,3236,3525,3697,3499,2874,2974,3494,3531,3616,4005,4162,4566,4437,4333,4026,3887,4722,4122,3886,3292,2797,2644,2351,2175,2156,..
Luxembourg,0,0,0,0,0,0,0,0,0,6,26,36,265,513,688,806,922,973,1067,1107,997,763,640,610,656,712,709,806,833,952,1009,1047,1091,1129,1142,1305,1430,1468,1481,1541,1577,1753,2506,2537,2809,2763,2890,2697,2568,2613,2811,2426,2477,2099,1990,1817,1677,1641,1617,..
Malaysia,..,..,..,..,..,..,..,..,..,..,..,15,21,21,43,52,63,56,122,134,160,176,190,846,1879,4594,4759,5304,5813,5996,6767,14140,15333,19295,21689,24125,28940,31829,35591,42604,48467,49324,49515,51700,56050,63929,69099,71813,80703,63589,63086,58600,57839,66117,72768,70555,62903,47970,61886,..
Malta,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,687,..
Mauritius,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Mexico,..,..,..,..,..,..,..,..,..,..,..,19566,20975,23460,24596,24463,23608,24820,30706,38178,40456,42594,48628,48643,49008,50546,44824,44461,45041,43004,48388,52164,52953,55098,57242,56311,60996,65345,75480,72166,81990,83048,93508,104622,109500,109168,120507,124138,130645,130678,135155,140151,146732,140648,138489,144250,146204,150105,155809,..
Republic of Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7633,7691,6759,6742,6585,6466,5353,5662,5311,5217,4835,5110,4948,5158,5254,5467,5242,5206,4941,4932,5330,5204,5169,3947,4681,4881,4941,4538,4929,..
Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Morocco,..,..,..,..,..,..,..,..,..,..,..,101,110,137,158,139,156,170,160,149,130,167,155,164,164,185,179,146,149,110,102,65,43,42,41,26,33,61,66,78,89,88,85,82,120,880,1111,1287,1113,1223,1338,1694,2507,2344,2364,2377,2419,2399,2164,..
Mozambique,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,5,5,6,42,65,72,121,153,159,187,187,327,931,1513,1538,1434,1433,..
Myanmar,..,..,..,..,..,..,..,..,..,..,..,116,179,178,183,320,441,407,477,490,595,736,861,900,1208,1645,1839,1892,1911,1849,1584,1574,1536,1864,2388,2679,2946,3201,3052,2863,2618,2197,2260,2907,3135,3006,2860,2834,2922,2380,2952,2978,3387,3885,5593,6581,8199,8367,8740,..
Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Nepal,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Netherlands,405,621,695,773,1357,2908,5798,10594,17491,25709,36238,47268,61444,67934,72359,69132,72073,73275,73305,73652,67014,63867,62215,66063,68562,72356,72265,74406,66794,68707,68999,77291,75176,77682,74546,76789,85960,79789,78942,77070,77101,79392,78691,79285,81161,78465,75634,73195,76994,77852,87180,75703,72274,73122,63305,63328,65508,67290,66005,..
New Zealand,137,138,132,140,139,143,144,139,142,151,201,245,480,578,600,649,1832,3090,3028,2087,1854,2197,3885,3959,4331,5312,4615,4744,4915,5025,6585,7308,7734,7486,6961,6424,7435,8596,7401,8409,8711,9689,8992,7620,6536,6880,6836,7665,6887,6702,7457,6737,7003,7354,7519,7120,6866,7440,6416,..
Nicaragua,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Nigeria,..,..,..,..,..,..,..,..,..,..,..,404,542,833,776,1038,1324,1569,1825,2288,2908,4362,4998,6100,5899,6964,6267,7037,6974,7303,6917,8500,8937,9795,9448,9261,9386,11853,12028,12740,14669,13818,14667,18562,18603,18676,19797,20919,19949,16248,19275,26676,27081,26361,29261,28911,27932,29217,31103,..
Republic of North Macedonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,41,78,127,169,175,156,137,147,157,200,227,150,223,257,268,303,260,262,413,531,489,..
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,408,684,964,1629,1528,2041,1998,2224,2652,2352,2770,4996,3485,4049,4225,4641,4537,7604,8681,9223,8130,7009,9211,10114,11173,7402,8118,8318,8928,9418,9255,9564,9846,9998,11001,13497,12398,11709,11702,12283,12634,12447,12680,12567,..
Oman,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,302,588,733,908,1054,1329,1880,2139,2632,2899,3037,3130,4943,5012,4808,5242,5502,6760,7387,8532,8896,9426,11714,13297,13516,14065,14128,14798,21937,23641,24271,27732,31075,35060,39254,40429,42282,45555,45963,46446,50021,..
Pakistan,..,..,..,..,..,..,..,..,..,..,..,4882,4981,5767,6665,7238,7265,7789,8273,8702,8948,9788,10112,10058,10032,10776,11198,15357,15889,18448,17888,19341,21843,22881,23536,25571,24890,25473,26287,30085,30878,33205,35907,44942,50358,52619,52811,55201,54674,54506,52487,54776,55399,51456,50767,54163,57714,61922,65637,..
Panama,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,..
Paraguay,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Peru,..,..,..,..,..,..,..,..,..,..,..,640,670,706,741,830,978,898,955,1025,1050,1316,1401,741,1133,1327,1316,1189,1234,1042,1048,917,767,564,361,585,1019,742,880,1159,1124,1221,1343,1485,2287,3918,4359,6102,7618,9628,12910,15156,15561,14633,18347,17951,18895,16639,16921,..
Philippines,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,17,11,18,14,21,288,3562,5463,5057,6697,6004,7232,7254,7547,7165,7736,7416,6831,7184,6754,7738,7633,8522,..
Poland,1349,1748,1938,2206,2581,2943,3407,4214,5749,7839,9337,10308,10780,10682,10640,11473,12923,13961,14740,14974,15245,14726,14473,14594,15189,15602,16285,16314,16496,16156,15548,14288,13959,14073,14930,15429,16158,17221,17041,17243,17838,18840,19554,20769,22347,23178,23438,23611,23767,23765,25465,25394,26404,26487,25212,26138,28075,29614,30457,..
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1435,4329,4607,5236,6343,6142,7714,8680,8328,8866,9598,9640,10475,10619,8999,8050,7629,9001,9633,12192,11205,..
Qatar,..,..,..,..,..,..,..,..,..,..,..,1938,2110,3031,2494,4240,2601,2867,2643,5009,5568,7112,7558,8019,9121,9087,9774,9982,10314,10834,10536,11943,12565,13187,13808,14430,15052,16416,17506,19901,18492,19427,20718,22673,25314,26635,30806,33329,34615,37018,43030,51702,56252,58116,60906,64892,65762,67078,67586,..
Romania,..,..,..,..,..,..,..,..,..,..,..,52345,53136,56143,57948,62960,69397,73512,75992,73235,76054,79917,81278,80937,80634,74974,76320,74948,75180,75427,67736,55896,44078,41782,40976,42350,42031,35877,33178,29526,29530,28300,29654,32102,30086,28719,29940,26769,26406,22142,22608,22880,22169,21093,19928,19834,19879,20970,21462,..
Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,837643,863289,819969,793134,743856,709590,709584,678843,677587,689352,695259,701923,712004,745698,751224,753815,774584,787150,788456,747573,802770,826591,819586,813749,806835,765440,773475,795700,838040,..
Saudi Arabia,..,..,..,..,..,..,..,..,..,..,..,2704,3064,3607,4564,5432,6873,8284,10556,12768,20932,23120,25529,23989,26544,28823,30101,32232,34778,38078,43210,44268,49156,50946,55017,54655,56500,58234,61153,60748,66775,69788,82196,84658,92198,100589,105663,107845,118871,112507,129965,132468,144600,146079,151913,156222,162303,171139,173364,..
Senegal,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,18,13,10,6,30,42,109,100,55,47,14,1,0,7,27,32,34,26,24,25,36,49,38,55,77,74,48,44,48,25,..
Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6078,5878,4782,2980,2488,2848,4040,4465,4159,3006,3182,3528,3549,3711,4713,3964,3758,4604,4318,3082,3806,3928,3879,4102,3285,3539,3613,4115,4308,..
Singapore,..,..,..,..,..,..,..,..,..,..,..,47,51,55,64,70,81,86,97,104,109,111,113,112,113,107,109,108,122,129,147,155,1108,2977,3105,3168,3143,3156,3590,2914,2876,4428,7020,10572,12598,12027,12953,13601,13922,13924,15021,15514,16647,18853,19945,20104,20582,20849,21044,..
Slovak Republic,..,..,..,..,..,..,..,..,..,..,..,2660,2889,3172,3868,4428,4889,5556,6226,7426,4938,5133,5353,5504,6243,6412,6871,7254,7146,8073,11731,10038,11121,10903,10695,11796,12482,12773,12938,13328,13186,13344,12518,12067,11487,12616,11523,10798,10795,9389,10882,9569,9151,9363,7592,7605,7770,8208,7962,..
Slovenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1561,1631,1776,1693,1802,1707,1428,1421,1451,1535,1609,1626,1674,1717,1647,1712,1697,1841,1869,1885,1847,1840,1838,1741,1841,1721,1658,1615,1460,1549,1643,1722,1689,..
South Africa,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929,4075,4056,4006,3993,4093,3976,4327,4504,..
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,..
Spain,0,0,0,4,5,6,14,6,5,110,235,688,1340,1933,1914,1821,2419,2331,2447,2969,3145,3740,4028,4306,4014,4548,4935,5591,6958,8662,10004,10862,11898,12277,13043,16903,18586,24799,25476,29628,34109,37155,42743,48500,56542,66826,72052,73409,80755,72095,71620,66515,65001,59076,54157,56364,57495,62311,61849,..
Sri Lanka,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Sudan,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,7,7,7,6,7,7,8,9,9,9,8,9,9,9,8,9,10,11,..
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,478,644,821,1090,1256,1313,1494,1655,1662,1627,1666,1749,1819,1792,1649,1856,1870,1953,1876,1730,1753,1944,1658,2349,3020,2497,2216,1983,1694,1773,1690,1455,1527,..
Switzerland,0,0,0,0,0,0,0,0,0,0,11,30,144,256,527,961,1072,1336,1452,1657,1908,2074,2211,2440,2741,2875,2950,3187,3225,3508,3797,4265,4483,4704,4639,5117,5544,5352,5513,5716,5686,5922,5813,6148,6345,6517,6337,6171,6581,6317,7061,6267,6874,7248,6293,6731,7078,7114,6755,..
Syrian Arab Republic,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,63,71,68,70,94,95,99,151,255,303,766,754,1784,2920,3216,3198,3327,2928,3173,4002,4346,5882,6863,6879,7405,8684,9129,9979,9156,8922,9434,8555,8838,12151,15718,13560,10955,9002,8322,7303,6369,6284,6250,..
Chinese Taipei,..,..,..,..,..,..,..,..,..,..,..,1564,1819,2193,2210,2163,2672,2598,2186,2060,3322,2909,1406,1407,1525,1474,1358,1391,1528,1689,3043,5080,5277,5115,6974,7388,7738,8970,11354,11361,12879,14246,16344,16511,19597,19033,19452,21265,23077,22267,27904,30431,31720,32411,34063,36597,38354,42131,42678,..
Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3259,3260,3434,2729,1525,1199,1241,1479,1516,1527,1473,1181,995,1081,1259,1261,1263,1270,1015,455,378,381,276,7,6,8,6,2,111,..
United Republic of Tanzania,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,785,972,1049,1074,1276,1505,1669,1908,1917,1787,1717,1634,1524,1461,..
Thailand,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,563,2469,2952,4449,6882,6647,9296,11012,10916,11737,14523,15560,17458,19434,20478,24044,29400,32114,34964,40816,47665,51488,54015,57295,60931,62720,66548,72737,65429,74764,68327,79337,83679,83226,84473,82800,77705,79153,..
Togo,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,18,75,86,..
Trinidad and Tobago,..,..,..,..,..,..,..,..,..,..,..,2798,2867,2690,2475,2256,2577,2883,3063,3244,3892,4888,4587,4454,4489,4464,4554,4942,5578,5568,5845,5585,5769,5806,5879,6012,6243,6745,6997,6990,7433,8816,9889,12287,12991,13468,15744,15850,15326,14419,16743,17433,16729,17409,16951,16195,13702,13607,13777,..
Tunisia,..,..,..,..,..,..,..,..,..,..,..,2,46,265,467,490,499,535,665,768,825,910,983,1009,1696,2172,1552,2583,2113,2213,2817,1999,2840,2779,3963,4586,4969,5212,5784,6098,6429,7140,7152,7173,7500,7773,7901,8414,9208,9550,11859,11538,12464,12378,12361,11821,12219,12622,12936,..
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,137,77,130,884,1407,2367,6214,6292,7268,7739,8415,9402,12164,14927,18081,19613,24266,28903,31187,33623,40683,42891,52347,60647,70934,70168,67498,73273,85808,86892,87842,93260,91461,87413,102485,93035,..
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28779,25881,12948,18396,24986,26323,21285,21723,20565,25164,25607,26780,27163,30147,31696,33475,34909,40896,41130,35406,40730,44845,46253,47488,48183,50147,50147,50147,50147,..
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210498,213671,197406,184328,163905,156942,170712,152013,136336,147897,142700,142739,140935,149201,138218,136142,122552,115678,110380,86125,96001,97529,87834,82260,69214,54664,54415,53292,55794,..
United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,2057,2044,2463,2361,3269,3820,6656,7896,8585,9688,12228,12839,11716,16107,19927,24200,27607,27922,34007,33298,40091,36921,38673,44713,48789,53436,57079,58891,60862,58837,70218,70071,72158,77926,82239,84303,93196,112784,112216,115388,119388,125395,127830,125598,140602,141459,142852,139865,..
United Kingdom,80,85,133,187,187,208,218,240,725,2744,8422,21676,35590,46167,60509,67562,74775,79023,85046,91779,92829,93826,95136,97476,98881,105764,106887,111528,107881,102321,104149,114390,115240,128000,136290,144548,168189,172553,180551,192673,198341,200003,197302,198623,202662,197290,186746,188414,194812,181082,195240,162677,152821,151772,139251,142999,161017,156841,157997,..
United States,632280,648223,691022,729845,776931,803336,866447,982549,1053331,1079074,1159975,1195866,1208140,1198176,1156764,1061685,1082889,1060760,1064568,1099894,1085434,1060679,984914,923776,984994,949229,889281,941159,987973,1032457,994854,1013849,1041836,1077694,1100597,1144101,1167508,1204493,1184900,1190514,1234184,1181729,1220818,1190140,1195911,1180509,1166065,1243299,1247963,1221323,1286982,1303506,1360979,1385623,1412440,1459338,1469893,1436740,1600656,..
Uruguay,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,72,67,45,107,192,184,213,198,176,127,150,166,118,112,105,107,120,137,128,..
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75941,77988,78489,83270,79785,71614,72593,73621,89108,90946,97177,98618,101365,97208,99642,93627,100726,98848,103668,94417,103878,107320,92924,90798,84707,81178,85451,90173,88549,..
Bolivarian Republic of Venezuela,..,..,..,..,..,..,..,..,..,..,..,16908,17170,20376,20961,19697,20726,22609,22476,25716,26480,26084,27843,27722,31462,31228,31603,32060,31321,34636,37584,39443,39864,41736,43626,47350,54723,54863,56508,49593,51726,48165,49083,52469,51733,53608,47988,44540,48872,47720,47959,43533,46741,46076,45548,46952,46398,46624,43017,..
Viet Nam,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,20,41,138,120,76,77,77,58,16,6,59,41,49,53,438,643,1171,1947,2215,2630,2634,5435,6361,8561,11020,12030,12819,14935,16679,19081,17757,19385,20019,21431,20611,20568,18348,18486,..
Yemen,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,1923,1885,2228,2794,2881,1665,1012,607,202,..
Zambia,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Former Soviet Union (if no detail),..,..,..,..,..,..,..,..,..,..,..,421494,440995,456736,483520,503848,540987,569636,601463,636235,677898,725346,782423,839737,909499,988891,1055601,1118789,1171168,1230314,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Former Yugoslavia (if no detail),..,..,..,..,..,..,..,..,..,..,..,1267,1601,1770,2028,2072,2221,2409,3106,3783,4951,6155,7967,8662,9761,11017,11488,10573,10763,11583,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other Africa,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,4,4,5,5,6,6,7,6,8,10,10,13,18,61,44,46,..
Other non-OECD Americas,..,..,..,..,..,..,..,..,..,..,..,5,6,0,0,0,8,9,19,23,26,16,17,22,38,50,41,28,46,51,47,37,33,42,38,46,55,44,71,90,742,1286,1280,1480,1369,1370,1427,1480,1630,1529,1551,1483,2719,3113,3098,2953,3362,2786,2706,..
Other non-OECD Asia,..,..,..,..,..,..,..,..,..,..,..,455,310,345,415,492,310,528,310,399,212,330,423,650,973,1243,1251,416,459,502,575,560,525,517,514,506,563,502,513,489,482,506,852,757,493,641,623,585,766,770,883,773,582,571,990,1169,1345,1699,1702,..
Memo: Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Memo: Guyana,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,..
Memo: Madagascar,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Memo: Mali,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Memo: Palestinian Authority,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Memo: Uganda,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Memo: Africa (UN),..,..,..,..,..,..,..,..,..,..,..,5256,6291,7041,7760,9030,9678,11319,15524,19865,25565,28629,33817,39390,39861,44288,50331,51505,55553,60446,58786,62777,64956,70055,71882,74456,77251,83223,85839,93338,98045,112551,116995,131145,131872,153351,162832,172915,176210,172565,184181,206003,217094,214354,220779,229994,236848,263518,275149,..
Memo: Americas (UN),..,..,..,..,..,..,..,..,..,..,..,1319827,1346984,1347691,1312986,1219452,1244538,1232117,1238257,1291039,1284582,1261923,1198451,1139401,1214663,1189780,1127291,1179564,1244492,1299836,1262309,1288259,1325413,1374940,1410900,1467141,1518283,1566706,1563505,1573548,1649980,1596895,1659756,1665122,1685532,1681556,1676499,1765533,1789426,1749318,1846175,1889029,1972602,2017694,2063485,2116736,2111814,2088966,2272294,..
Memo: Asia (UN),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,573957,611447,624603,656714,704734,748767,771134,829896,883005,948013,993488,1055202,1130307,1210576,1301184,1376498,1518994,1630270,1730632,1748178,1961204,2061669,2122231,2195380,2251719,2316528,2409717,2522754,2633382,..
Memo: Europe (UN),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1739866,1794904,1723127,1703719,1641228,1645272,1735876,1685930,1691110,1748973,1766108,1801648,1816433,1901188,1923624,1943966,1942729,1936485,1962018,1827309,1977740,1897141,1855322,1825006,1711129,1688507,1756327,1803613,1841765,..
Memo: Oceania (UN),..,..,..,..,..,..,..,..,..,..,..,4245,6293,7688,8409,9290,11567,14540,15620,16136,18143,21025,24706,24716,26577,29087,30723,31577,33042,34078,39011,38049,39769,40912,41914,43990,45360,46784,47328,50138,52575,56014,59952,54231,54608,54874,55618,63485,64529,66603,68655,68823,72068,73000,74612,75150,77049,80303,81575,..
Memo: OECD Total,..,..,..,..,..,..,..,..,..,..,..,1485306,1564669,1611521,1626054,1554920,1619468,1630006,1661802,1745754,1736649,1709623,1637015,1593271,1702483,1702382,1650401,1738208,1800153,1875922,1895409,1968430,2003888,2082378,2139065,2245406,2371239,2430868,2448990,2521894,2618794,2601103,2678888,2716222,2761005,2779021,2793352,2911012,2948159,2858354,3049291,3038749,3098957,3126013,3068640,3136020,3212961,3229544,3398781,..
Memo: Non-OECD Total,..,..,..,..,..,..,..,..,..,..,..,557930,588456,621011,659445,694898,750731,800216,847214,908459,972934,1034244,1111939,1184287,1281105,1369100,1463366,1551260,1630398,1730349,1778520,1827006,1773981,1763963,1731593,1734219,1776665,1781671,1821798,1892117,1941401,2021208,2104555,2246039,2335815,2431223,2563320,2657675,2774657,2705620,2988664,3083916,3140359,3199422,3253084,3290895,3378795,3529611,3705383,..
