TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Gabon,..,..,..,..,..,..,..,..,..,..,..,9162,9196,9777,9766,12072,17175,15484,19556,17600,16845,19163,17882,18255,17824,17720,13897,13989,15640,11133,9492,10453,11631,12270,12787,13419,13764,14568,15259,14904,15497,15888,26984,40748,54132,70277,84966,96875,112320,126660,141718,95850,73446,139962,127085,127982,128560,118201,116826,..
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,165459,135332,86848,62976,46747,18590,23827,20605,16365,15176,15663,8653,9340,10568,10090,8613,10151,11206,13303,15626,18144,26904,26873,27356,28327,28978,28360,31771,32810,..
Germany,1868661,1881993,1949420,2003001,2141827,2231156,2198846,2200734,2329498,2493865,3375563,3317293,3406080,3694531,3648325,3424464,3470946,3459596,3505585,3619725,3300657,3181029,2952218,3054007,3021712,3065656,2951638,2961326,2988857,3015813,2770304,2532589,2411563,2291996,2274786,2279616,2214891,2186968,2162932,2155614,2149377,2117243,2121888,2232662,2269412,2282572,2326545,2419204,2388806,2115177,2374249,2405296,2375944,2360613,2334316,2349493,2372566,2396176,2426558,..
Ghana,..,..,..,..,..,..,..,..,..,..,..,20224,22739,25425,26481,26491,27059,28126,25275,27497,29183,30530,26554,17106,16542,18204,23981,26177,27553,28436,28761,29583,31121,31941,31722,32954,34486,37728,33599,39493,53263,52428,50675,42987,41603,42372,45835,41724,43175,45188,44937,50386,57718,60945,56489,56517,50752,48785,56316,..
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Greece,22837,26899,29315,31259,39417,46920,61162,61111,59096,72220,83117,94988,108087,122871,122330,123291,136442,142592,152080,165198,161866,147103,143954,148403,152396,148337,148169,153408,160567,167944,166771,164780,160543,155692,155955,167553,177073,180740,183350,171595,185838,188229,185511,180672,169768,173480,176495,192132,176133,144962,145400,139120,125430,118718,129301,130982,128665,115693,114677,..
Guatemala,..,..,..,..,..,..,..,..,..,..,..,15662,15014,14859,17905,17144,18992,19018,20921,24340,20779,17946,17757,13622,13680,13731,14916,16444,16952,17507,19492,21447,23508,26431,27823,32111,31349,34119,35629,33294,35671,38107,21804,22701,21513,27711,29104,34167,28314,26914,27744,32345,32791,32625,34649,37778,38851,37407,37827,..
Haiti,..,..,..,..,..,..,..,..,..,..,..,7374,7761,7298,7913,7646,8836,8518,9089,9160,9193,7198,8423,9093,9279,9559,7864,7835,8163,8091,7933,7804,7341,6189,4506,6532,6974,9006,9839,10425,8979,8982,10981,10922,10345,11001,11230,12556,10748,10291,10549,11102,8852,10369,13076,12058,12205,12351,12534,..
Honduras,..,..,..,..,..,..,..,..,..,..,..,9691,10352,10881,11826,12445,12772,13885,14748,16141,18158,17097,17194,18624,19654,19059,17750,21093,22792,24431,24272,24096,23856,23876,23899,23609,26597,24646,25729,28889,25296,28111,29718,32444,34950,42315,47107,48192,42692,34500,37733,38927,46228,39863,40785,33503,35719,29790,28282,..
Hong Kong (China),..,..,..,..,..,..,..,..,..,..,..,42144,40500,37383,55760,48947,61561,72578,74587,48918,43424,46249,53294,54963,61926,56027,63016,74408,84797,77880,64802,54512,73864,63515,66211,60083,55951,54479,78319,96974,75776,86867,73170,64822,73692,61662,78446,85460,88451,95353,76199,91525,92827,94028,101847,93003,95320,95281,83195,..
Hungary,..,..,..,..,..,171286,181113,193900,196957,207986,224916,231326,241779,256645,268526,268409,282634,296054,315698,305346,310262,297577,300199,296901,306014,300811,299680,300929,288827,282577,254689,213773,171922,161906,149160,147598,155002,148307,145402,140422,138198,143688,146506,142754,131059,131984,132727,131095,131333,102904,110072,128339,135188,157300,156255,163508,168621,179789,186541,..
Iceland,2980,3434,3482,3788,4222,4602,5039,4240,4902,4718,6777,8528,9492,11259,11788,10360,11179,11682,12708,14083,14746,13747,14508,15665,17455,17117,17555,16257,17302,17666,15939,14751,14959,15734,16634,16762,18584,20173,22211,24619,28082,29429,30934,30476,31522,31199,34363,40087,54389,54735,54410,55429,56897,59614,60327,61107,60442,62796,63701,..
India,..,..,..,..,..,..,..,..,..,..,..,1363782,1405856,1421934,1490215,1570387,1645738,1696471,1712132,1734095,1761410,1834246,2008132,2051550,2204808,2244625,2467307,2503204,2594662,2753150,2813811,2883960,2950450,2959323,3094473,3063981,3100194,3281598,3398537,3481574,3577302,3586439,3783874,3760331,3932597,4245394,4635692,5063547,5265585,5798591,6347933,6923795,6834240,7168661,7648934,7724541,7993148,8446359,8628438,..
