TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
El Salvador,..,..,..,..,..,..,..,..,..,..,..,2243,2423,2783,3020,3254,3629,4097,4565,4835,4529,4320,4288,4691,4925,5180,5371,5699,5980,6066,6577,6977,7380,8478,9245,10022,10462,11340,11671,12143,12791,12780,13741,14238,14296,15617,16909,18241,17986,17759,18086,18608,19379,20329,21420,21596,21863,22146,22395,..
Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,54,58,47,79,65,79,72,76,50,65,104,148,166,86,104,144,104,104,104,104,112,101,115,119,122,108,90,112,130,313,277,554,587,720,785,911,1055,1073,1231,1440,1735,2545,4450,5098,5170,5177,4934,4632,..
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,421,421,472,522,547,594,547,594,601,659,724,770,785,814,770,828,817,871,922,976,1022,1051,1073,1091,1109,1147,1455,..
Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24498,24174,20678,16344,17230,16402,17564,18569,18558,17381,18054,18605,19206,20146,21287,21744,23364,24462,25214,23940,24869,23857,25121,24552,24862,24667,26276,26037,26968,..
Ethiopia,..,..,..,..,..,..,..,..,..,..,..,1908,1948,1908,1876,1858,1840,1750,1858,2074,2203,2372,2527,2707,2923,2801,2894,3143,3074,3082,3265,3366,3535,3848,4115,4421,4673,4770,4889,4842,5108,5216,6113,6602,7384,8402,9241,9983,11254,11714,13813,15836,18994,21913,23976,26892,30910,31876,32723,..
Finland,28717,33919,37422,38858,42822,46505,50612,53208,57715,64231,72104,77753,88229,97006,98694,96170,105343,108248,117760,127624,133859,138798,140252,151146,163267,174668,178294,190750,198540,203886,212195,212713,215129,224161,234187,234781,239404,253771,262199,267343,272466,278590,286862,291125,299228,290707,309730,309910,297223,277520,300618,288410,290610,287860,284944,282589,291431,291740,297968,..
France,217303,234043,252868,273618,298393,309564,329879,346309,363917,400601,430733,454471,488851,535046,565556,567799,617346,650210,695351,732269,752800,757656,773323,816340,852577,897811,951476,993920,1014196,1055131,1088028,1156903,1189177,1197353,1214975,1234260,1281002,1279649,1322773,1349852,1385651,1424797,1416550,1470240,1512576,1521976,1536930,1533654,1557850,1504638,1598720,1540551,1610860,1636085,1543137,1577496,1605527,1593727,1585028,..
Gabon,..,..,..,..,..,..,..,..,..,..,..,313,108,432,443,450,950,1019,1116,1159,1537,1937,2232,2408,2538,2934,3031,3049,3100,2628,2786,2797,2797,2812,2642,2729,3089,3208,3553,3589,3560,3809,4014,4154,4169,4262,4504,4687,4928,4954,5234,5533,5861,6188,6462,6667,7261,7758,7824,..
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48672,44518,34978,32663,33602,23796,18216,20516,22687,22914,22630,18965,19444,20498,21186,22234,20408,21002,21488,21089,26237,29117,29405,32666,35230,35662,37753,40351,42974,..
Germany,347468,371786,398416,431248,469174,506790,539802,560329,619715,683906,915048,974887,1054242,1126469,1171105,1157425,1248368,1284808,1355494,1407787,1410739,1420603,1413778,1445411,1509822,1557126,1581080,1621825,1646719,1673590,1638284,1639163,1623334,1605838,1596863,1624352,1650089,1662217,1678057,1704532,1740431,1782961,1830629,1853640,1877825,1880647,1901272,1906297,1899918,1790896,1915222,1889557,1888286,1880316,1842325,1853813,1863194,1868231,1846562,..
Ghana,..,..,..,..,..,..,..,..,..,..,..,9846,11221,13064,13666,13212,13950,14569,12208,15012,16373,16553,15397,6998,4079,7391,12074,13838,15041,15638,16088,17075,18346,19238,18274,22043,24491,23576,16888,22640,22921,23630,22388,16571,16535,18932,23447,20113,22100,22658,24757,28523,32004,34099,34276,31252,41112,43614,47478,..
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,158,158,166,162,173,176,173,173,184,184,191,202,209,209,216,223,220,234,270,263,306,338,353,364,371,378,382,396,410,425,428,439,457,464,497,515,529,569,598,605,587,601,644,677,767,734,615,736,..
Greece,6620,7499,8420,9504,11401,13385,17892,21582,23440,26978,30312,35564,40295,45752,46354,49255,54241,57704,65322,68612,71651,71712,72526,77584,82768,85799,86814,90126,96833,100832,102496,105595,110524,112244,117731,122713,128030,133967,141523,146221,155344,160351,167756,175050,179057,183254,189083,198684,203926,196967,191232,186458,187261,175648,178200,182833,192107,194290,178093,..
Guatemala,..,..,..,..,..,..,..,..,..,..,..,2430,2599,2930,3143,3406,3758,4489,5033,5630,5904,4896,4694,4716,4867,5069,5393,6005,6257,6588,7121,7524,8492,9216,9929,10609,11041,11725,12521,14324,13748,17838,19591,20228,21334,23105,24444,25841,26309,27263,27176,28008,29164,30028,31612,33066,34542,34540,36793,..
Haiti,..,..,..,..,..,..,..,..,..,..,..,209,252,252,378,461,457,547,630,677,796,1001,1022,1044,1069,1120,1130,1116,1174,1235,1422,1116,911,745,400,709,835,1048,918,1130,1048,1048,922,878,878,1195,1224,842,781,1210,824,846,1638,1642,1476,1480,1501,1519,1542,..
Honduras,..,..,..,..,..,..,..,..,..,..,..,1274,1318,1534,1634,1768,1901,2189,2261,2642,2765,3031,3078,3319,3524,4313,4385,5285,5634,5692,6480,6368,6106,6530,5976,7157,8449,8968,9875,10112,11527,12125,12773,13745,14393,15012,15952,17658,18605,18148,18360,19620,19840,20506,21038,22648,21758,23908,24789,..
Hong Kong (China),..,..,..,..,..,..,..,..,..,..,..,18900,19476,21629,21298,23119,26186,29783,32778,35550,39308,41605,44755,50508,54148,57323,63580,77252,82498,80586,85799,91138,94133,99817,105062,107482,113890,116082,125456,125287,130687,134150,137124,138449,141210,144184,145213,147082,147355,149378,150858,151600,155070,153346,158137,158252,158659,157765,159286,..
Hungary,..,..,..,..,..,34171,37030,40086,42689,45922,50360,54803,58831,63191,67507,70931,76169,81130,88362,89773,92084,93654,96973,100854,105890,108608,110423,115196,115146,116150,113735,106286,101995,97934,99302,99878,103262,103817,104306,104180,105988,109962,113346,113026,114545,116417,119657,121478,123577,119340,123145,124344,126014,125543,125053,130648,133747,138575,141934,..
Iceland,1627,1822,1872,1962,2063,2030,2020,2056,2135,2743,4698,5126,5684,7456,7636,7445,7844,8399,8748,9522,10303,10555,11480,11974,12589,12136,12690,12748,14087,14256,14076,13849,13824,14591,15019,15332,15466,16963,19804,22979,24880,25963,27158,27148,27936,28076,32393,39190,54868,56372,56545,57636,58885,60563,60588,62892,62291,64410,66554,..
India,..,..,..,..,..,..,..,..,..,..,..,186296,195131,199721,209358,237406,262210,272484,301568,306209,322315,352537,374875,401587,448481,482760,531011,575982,637751,702709,762358,835319,890824,958126,1042448,1114736,1133914,1203329,1263323,1297282,1327158,1348528,1438020,1529399,1622239,1734710,1923181,2086614,2211638,2372173,2593310,2788690,2964776,3105767,3467023,3665563,3957624,4153735,4324746,..
Indonesia,..,..,..,..,..,..,..,..,..,..,..,6091,6926,7074,8802,10091,8842,10739,15430,19238,23519,27270,32764,36000,39748,45515,53230,61477,71975,84568,101837,113335,125870,140260,160808,179096,204955,232070,234940,256806,284990,304272,313510,325588,360349,387738,408294,437810,463716,489791,530269,568775,626368,675148,714967,730242,777614,803281,921929,..
Islamic Republic of Iran,..,..,..,..,..,..,..,..,..,..,..,25682,30262,38034,43171,48125,53402,58302,59782,66182,69710,74653,85702,99551,110437,119923,126522,138179,143899,158195,177527,192928,204995,222379,234698,243202,264370,278302,292198,317646,340009,363748,392256,430988,465145,487670,528613,556488,591466,619924,669812,682049,717847,737122,797080,759877,867438,907320,935006,..
