TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Belgium,673603,698130,780337,862233,830646,892856,874363,917779,1043266,1132706,1236734,1224099,1327012,1412324,1347573,1287672,1355963,1353687,1425822,1458160,1351868,1250625,1216245,1168425,1209457,1264149,1305926,1311814,1321712,1332920,1349100,1428252,1444507,1427283,1554231,1587874,1685874,1670143,1694757,1704704,1750171,1789743,1701598,1751156,1774782,1746722,1725700,1683476,1779642,1651167,1770000,1644109,1661868,1748027,1670099,1720101,1733927,1709486,1729300,..
Benin,..,..,..,..,..,..,..,..,..,..,..,40419,42459,43082,44232,45588,43953,45461,47350,48059,49251,49088,50743,51708,53410,56160,56588,57267,58768,59091,60135,60830,62355,63760,65236,66594,82535,85511,84507,83640,69740,75686,81382,85925,89815,94706,108211,117212,119854,127535,124757,123960,123628,134137,140249,147838,168334,171935,184231,..
Plurinational State of Bolivia,..,..,..,..,..,..,..,..,..,..,..,36126,39996,41946,45077,52483,57742,60574,64376,65245,82748,88439,86095,91965,88457,88470,86697,77848,81343,85231,90832,94074,94351,101646,106682,114656,114761,116569,119887,120576,119943,118322,121219,126635,135709,138198,150502,161035,169234,178189,189591,202249,213520,231858,244367,243313,254160,263570,271740,..
Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,204876,184502,121405,96455,50742,51903,52190,58719,65418,63234,94556,94609,95033,92582,103418,109385,114369,119605,140134,126764,134764,139714,134016,124520,132463,141541,151211,148768,180142,..
Botswana,..,..,..,..,..,..,..,..,..,..,..,7209,7624,8296,9295,10053,11482,13430,14022,15389,16631,26415,27265,28343,29645,30999,32719,32952,37052,39321,37272,39663,45554,46106,44660,45165,47418,49060,56608,57377,58948,63964,65246,63935,59580,62498,66691,72079,75013,73447,70227,72007,73948,76957,79619,80582,82503,83425,85796,..
Brazil,..,..,..,..,..,..,..,..,..,..,..,2614828,2800745,3044875,3232861,3332272,3533759,3611309,3781570,3990695,4016073,3852061,3899126,3918207,4058636,4249111,4490826,4645742,4694511,4768276,4664000,4726423,4800069,4933354,5189944,5409296,5682489,6008024,6208822,6353589,6426103,6398298,6613245,6703075,7077199,7206799,7440626,7873378,8166288,8006178,8846697,9137398,9417452,9578414,9741279,9535213,9399938,9565867,9404411,9493532
Brunei Darussalam,..,..,..,..,..,..,..,..,..,..,..,4077,3822,4061,4406,4291,4847,4613,4800,5568,8882,8365,9805,11213,10869,11769,11530,12766,13727,14280,14699,15294,17413,18867,20268,22288,24406,26648,24844,24040,24072,23029,24001,25410,26348,26324,59155,60377,63732,45985,54929,72470,79254,45921,60143,54295,55566,55646,64476,..
Bulgaria,..,..,..,..,..,..,..,..,..,..,..,615863,629244,660647,662345,707481,766996,771581,755400,783185,821258,790104,801785,822855,816361,784671,777760,791892,749106,876237,730431,534949,473377,478404,474255,499856,520068,468487,454676,397920,399494,400193,383296,412724,412239,434300,449413,445296,444154,378447,381102,402291,399512,381006,391480,416399,416793,425260,425428,..
Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106459,111008,112487,126278,125212,123700,124218,144750,148678,120077,120157,119576,122481,123030,183033,190748,199853,210723,218732,230089,248059,266227,277402,296290,..
Cameroon,..,..,..,..,..,..,..,..,..,..,..,107753,110159,112621,115827,121561,123233,131994,136337,141471,145504,151197,158150,164389,170079,176886,178917,182536,188664,196291,199056,200116,202355,209428,216076,219846,224622,230599,237162,238709,248583,251205,265907,273642,281914,286327,252940,222819,228860,241348,243878,251674,259763,267636,278133,298189,302606,307274,313651,..
Canada,2771340,2822583,2954632,3100560,3318576,3510771,3689127,3911952,4151928,4412334,4768802,4882986,5222521,5502830,5783552,5517904,5797500,6016284,6126600,6415747,6492561,6302901,5942466,5889138,6122215,6305635,6316766,6417057,6702795,6845585,6634458,6585785,6706885,6874754,7128533,7281013,7524329,7612762,7430237,7696018,7847676,7582934,7963688,8242677,8443028,8132119,7985980,8221416,8033710,7692741,7842749,8130938,8121620,8228768,8290793,8263002,8162338,8312360,8627432,..
Chile,..,..,..,..,..,..,..,..,..,..,..,273938,278478,273028,275386,248346,258085,271437,285435,293548,305427,310224,291678,303986,318781,319567,336964,348448,389608,431803,464702,494039,549093,562545,597668,638101,689302,772878,774803,823335,853337,852771,865024,870992,907030,914571,958880,958162,945639,943111,998983,1049825,1045241,1113708,1043016,1047149,1109051,1126574,1177047,..
People's Republic of China,..,..,..,..,..,..,..,..,..,..,..,14097472,14764140,15220507,15673857,17149334,17724059,19217312,20404142,20541066,20402770,20465892,21132330,21933042,23225020,23552228,24619585,25844390,27066492,27451488,27532140,28487432,29051130,30265415,31083026,32835261,31934232,32799851,33065336,32006219,32706923,33517049,35158763,38762217,45061919,51376818,55221525,58688810,60855605,63725026,68873427,73024432,75915771,78464773,80556292,82107288,82616581,83589575,86150340,..
Colombia,..,..,..,..,..,..,..,..,..,..,..,487801,473729,468605,497937,520377,540384,553336,571466,579728,601908,597876,612903,627607,645134,664736,683145,718255,742223,778622,792865,808763,808650,840924,887033,911284,939495,923836,908335,861599,868150,873954,861898,869939,877256,888498,916000,925559,970488,922682,933126,1052378,1041540,1184489,1216578,1208321,1274133,1230585,1212490,..
Republic of the Congo,..,..,..,..,..,..,..,..,..,..,..,17786,18471,18446,18831,19160,21242,19810,20634,20554,21386,21894,24104,24598,24359,24833,24813,25564,25103,25642,25755,27058,26460,26458,23488,24958,24079,22580,22629,22027,20258,23252,22863,27098,28769,31256,45513,38215,43671,47414,52181,73431,76584,81937,84158,81997,80380,80886,82370,..
Costa Rica,..,..,..,..,..,..,..,..,..,..,..,28743,31108,33679,33429,36181,38146,42705,46347,47412,47801,47018,41213,43576,47601,49651,50976,53274,54975,60441,61419,63383,72562,75091,80543,81439,82882,81124,85104,90611,94908,98552,104351,110899,124943,125516,134483,144770,144431,142674,143544,143606,146910,149284,151167,156583,163800,166743,166670,..
Côte d'Ivoire,..,..,..,..,..,..,..,..,..,..,..,70795,75869,75493,79920,85097,90213,90301,95487,98851,103753,104237,105082,107979,103724,106335,112321,117405,119893,123615,121777,125284,125930,127890,130677,137773,142835,150297,149808,181703,181348,180135,181471,172060,214377,211790,226774,229188,233339,221582,239379,266841,290745,308336,318184,282581,291117,304206,302207,..
Croatia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,294592,264015,237004,239446,243607,251938,259868,276515,274403,283640,276311,284545,288116,311438,321033,328800,328760,332352,336531,322823,323353,312774,296740,293279,279243,293496,294951,306546,299935,..
Cuba,..,..,..,..,..,..,..,..,..,..,..,371787,350143,364704,394570,397812,404353,438207,475160,475210,467200,482699,476504,515780,542699,494454,497006,512284,549252,597562,583350,468194,400978,320200,326432,320358,360021,392609,377162,401109,405958,414927,332057,303089,301156,289128,288187,285575,268495,285632,294252,288083,289033,281739,261263,297892,333880,309389,315511,..
Curaçao/Netherlands Antilles,..,..,..,..,..,..,..,..,..,..,..,89016,86440,92259,84833,65389,72405,73372,52537,55203,45697,45022,42514,43320,39810,36738,32815,32054,29722,27054,26247,27669,30734,28063,32010,32340,33007,32569,33851,35162,36394,36842,36904,37251,38051,38920,39989,41409,42050,40889,41600,42031,29052,28737,29253,29095,29105,29173,29004,..
Cyprus,..,..,..,..,..,..,..,..,..,..,..,18323,21570,23064,16608,16248,19213,21287,22482,24377,25575,24172,24613,26040,27157,27081,30379,34383,36200,36918,36735,42122,44818,46815,48506,50440,53241,53631,56283,58308,60323,60745,61955,64660,66266,66462,67376,70100,72270,72242,71931,69879,63736,58291,58333,60296,63651,66187,65596,..
Czech Republic,..,..,..,..,..,..,..,..,..,..,..,1365216,1341470,1312445,1302403,1348564,1378825,1473861,1406147,1543428,1451117,1454484,1477481,1493349,1528604,1561835,1581782,1650571,1614863,1528108,1380791,1225752,1216965,1180904,1126116,1148655,1172476,1148635,1104182,1070750,1093560,1118275,1097561,1144712,1177107,1169871,1178639,1143750,1152631,1103100,1123700,1082757,1085903,1073209,1054319,1063379,1059406,1136949,1125636,..
Democratic People's Republic of Korea,..,..,..,..,..,..,..,..,..,..,..,681167,700944,709334,737768,759152,814585,856469,918454,988306,1052444,1082632,1129301,1173490,1201088,1253045,1226656,1170932,1193161,1173103,1138370,1064148,965889,904923,820355,778699,684392,650648,618451,658883,704824,726322,697241,714472,731203,763330,773550,653185,720879,564486,534427,396275,410599,310173,340454,275558,325639,251465,212859,..
Democratic Republic of the Congo,..,..,..,..,..,..,..,..,..,..,..,265340,270815,278248,286248,293133,299225,308569,316844,329314,339749,350420,350599,374343,384225,393578,402244,418390,433444,445648,443767,443419,454866,469306,478845,492502,507478,522955,540724,557285,572301,591583,611553,634882,657141,683598,710583,736507,762312,789091,792962,840789,691189,788132,900884,900458,918404,920382,811600,..
Denmark,284991,312764,355980,389040,407820,450718,486462,489368,521693,594925,639000,614089,628044,641066,560720,569284,646724,649551,652988,674280,616957,567046,515325,531286,551232,595924,607088,607800,583088,566084,551566,584594,576039,596485,595344,607418,631915,616631,612051,609119,596826,611663,602378,615696,622628,625655,632412,634242,624071,597678,627247,597505,575158,568647,545131,568524,582099,587853,588930,..
Dominican Republic,..,..,..,..,..,..,..,..,..,..,..,75023,83136,83991,84901,86106,92092,92748,97741,100831,98142,102313,112735,108207,116641,88714,92005,102168,94310,105108,99470,97494,108283,113618,126469,133445,146458,160640,174170,184648,198326,194502,215030,202801,195309,206349,217588,221195,218318,218091,228260,228025,243360,241756,222617,244164,265832,262020,272040,..
Ecuador,..,..,..,..,..,..,..,..,..,..,..,88804,88452,91266,104070,113093,123710,136081,146752,153398,166455,176557,182741,179691,194646,206876,213323,213228,231513,226339,233774,241723,230559,227580,241699,240773,275065,280261,280916,258343,260635,279988,282517,293263,309892,329148,334718,341096,357576,379671,398696,428762,447008,469828,493746,490290,484453,506599,525870,..
Egypt,..,..,..,..,..,..,..,..,..,..,..,295341,331761,306965,340802,362140,418810,442357,453931,496417,562389,634782,659171,723479,797575,808740,821790,865587,876087,942223,970475,945573,983276,1024756,971559,1054434,1120865,1195466,1239013,1311828,1316557,1412811,1518987,1507962,1503696,1759400,1882516,2090974,2119191,2143394,2211923,2254643,2333102,2284284,2248061,2362467,2447501,2498371,2568987,..
El Salvador,..,..,..,..,..,..,..,..,..,..,..,69021,72086,75759,77766,81098,85190,90126,95243,97516,86176,84265,84947,87742,89695,91672,78347,85142,80211,82242,84816,89817,97614,100972,103490,109367,108507,115354,120791,125717,93249,95147,95648,102203,107301,112598,115185,112127,106302,103772,104646,103709,105638,95056,94992,100001,101644,101721,108638,..
Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,936,1029,776,859,939,947,947,1348,1284,1309,1531,1339,1230,1149,1093,1306,1311,1458,1717,1541,1592,1580,1564,1612,1658,1948,2743,2548,3172,8814,13707,45659,47626,59533,96579,114913,97099,121733,125739,127050,134724,137682,118310,99506,81928,64526,73092,92054,..
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26121,27859,29185,30907,32370,33127,21657,21984,22355,23982,24745,25308,20285,19971,19166,19412,19299,19966,20576,20656,20656,20647,20683,20831,21011,21399,21734,..
Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,237418,223901,148058,125273,125765,113205,131634,128172,118618,107617,108144,117963,114308,119913,125173,127718,128110,136447,135715,119235,124619,120665,122917,126598,121110,119149,121297,122755,125789,..
Ethiopia,..,..,..,..,..,..,..,..,..,..,..,425828,437527,451791,463234,470846,479429,486445,494199,501559,511014,524989,537187,554443,570684,588940,611507,634408,655037,677864,702159,727001,744888,776830,807387,837430,867702,894906,922843,948828,979362,1018100,1049277,1083283,1116229,1141694,1176670,1214433,1249865,1278139,1318499,1365697,1410104,1462789,1526738,1554045,1612229,1654394,1704737,..
Finland,390071,398386,425921,448487,481930,526180,557085,567840,598738,638645,672255,680256,746563,803399,762735,727638,756364,758655,788406,820075,809878,804647,791780,805583,793100,794972,832851,891991,893314,922570,934571,926955,928126,924270,972559,936864,953382,980827,1017221,1020226,1023204,1039025,1069738,1084161,1093449,1059146,1110001,1114229,1077140,1009115,1107148,1046924,1053716,1051163,1046535,1023283,1069164,1071072,1088822,..
