TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cuba,..,..,..,..,..,..,..,..,..,..,..,20329,19695,21295,23133,23653,24580,26971,29126,29231,29950,29821,29878,32673,34031,31530,32128,34008,35945,37381,33382,26035,20903,19272,20703,22014,24191,26136,25613,25819,26109,25231,23991,23128,22760,23531,23324,23909,23169,24010,27390,25852,26106,24583,23930,24467,25558,23049,22529,..
Curaçao/Netherlands Antilles,..,..,..,..,..,..,..,..,..,..,..,14514,14113,15607,14123,10195,10848,10982,9270,9181,8676,8041,7294,6827,6689,4498,4295,3964,3458,2955,2665,2764,2860,2325,2628,2634,2661,5262,5434,5401,5621,5658,5412,5428,5669,5978,5883,6393,6327,5931,4378,5626,5091,4645,5218,5271,4510,3488,2783,..
Cyprus,..,..,..,..,..,..,..,..,..,..,..,1744,2168,2275,1735,1658,1939,2115,2234,2429,2575,2528,2572,2621,2612,2584,2900,3227,3428,3565,3638,4191,4681,4860,5074,4996,5301,5422,5746,5994,6177,6052,6211,6879,6742,6887,6950,7252,7434,7405,7151,6971,6513,5625,5725,5828,6204,6277,6160,..
Czech Republic,..,..,..,..,..,..,..,..,..,..,..,19565,21312,24416,25204,27640,28313,30788,30537,31124,30179,30823,28251,26612,27439,27160,26664,26797,24902,25534,22047,19362,20706,19902,19050,16972,17423,17234,18452,17869,17443,18622,18564,19975,20837,21511,21259,21978,21755,20918,19933,19616,19197,18509,19393,20267,20212,20894,21003,..
Democratic People's Republic of Korea,..,..,..,..,..,..,..,..,..,..,..,2616,3564,3680,4497,4272,4757,4527,6514,7599,8130,7869,7682,7623,7578,7477,6886,7167,7482,7728,7959,6036,4915,4401,2975,3969,4302,3021,4008,2611,3151,3475,3481,3393,3422,2873,2199,2628,2694,2589,2571,2646,2536,2738,2618,2999,3218,2946,2918,..
Democratic Republic of the Congo,..,..,..,..,..,..,..,..,..,..,..,1565,1627,1769,1832,1793,1789,1894,2007,2433,2313,2517,1796,2757,2635,2417,2153,2453,2611,2404,2085,1635,1411,1373,1215,1143,1152,1152,1274,1255,853,713,771,938,1013,1282,1370,1497,1670,1691,1823,2299,2271,3476,4653,2733,1978,2201,2123,..
Denmark,13853,15677,18424,21430,23804,27508,30734,31482,35971,44586,50291,49338,51686,48149,43030,44317,46637,46606,45172,45672,38632,33317,31398,29330,29062,30266,29437,27441,25204,23854,21991,22984,22273,22598,23660,24314,26546,25298,24551,24309,23409,23575,23203,22292,21996,21767,22059,21946,21084,20117,19831,18803,17291,16746,16227,16812,17065,17238,17273,..
Dominican Republic,..,..,..,..,..,..,..,..,..,..,..,3486,4573,4636,4998,5213,5347,5678,5830,6151,6329,6000,5794,6735,7042,5688,7001,7517,7896,8644,7362,7224,8584,8449,10441,11026,11771,13459,15578,16494,17251,17169,18433,15297,13623,14821,14901,14640,14422,14177,14226,14100,14324,13846,13144,14997,16367,14976,16363,..
Ecuador,..,..,..,..,..,..,..,..,..,..,..,3495,3522,3968,5235,5936,6863,8096,9239,9699,10407,11801,11823,11093,11188,11666,11915,11624,12292,12023,13321,13914,14826,14044,14908,16691,19211,20437,20407,17882,18307,20320,20212,20307,21501,23178,24842,25081,25673,28213,30584,31176,32079,34288,35969,35861,34117,33105,35130,..
Egypt,..,..,..,..,..,..,..,..,..,..,..,18468,21146,19444,21425,23213,27502,29024,29560,32413,35807,41004,44609,49942,54144,54952,54653,58763,58835,59638,61610,58969,60579,58883,53169,57675,61171,67119,71594,69945,66817,65622,67260,65294,77635,78520,82295,87170,93388,99580,100834,99788,105451,109058,116774,119988,115774,105289,103130,..
El Salvador,..,..,..,..,..,..,..,..,..,..,..,1305,1532,1689,1698,1930,1953,2013,2022,1934,1593,1497,1482,1490,1518,1641,1622,2000,2088,2038,2107,2773,3174,3550,4091,4577,3981,4880,5208,5163,5175,5369,5380,5927,6150,6369,6699,7105,6390,6195,6029,6260,6232,5987,6202,6611,6781,5994,6421,..
Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83,63,41,44,41,48,51,57,76,63,67,67,60,64,67,89,150,137,182,588,429,927,1110,1322,1430,1537,1686,1663,1773,1839,1807,1768,2263,2328,2126,1896,1757,1651,..
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,438,633,715,779,855,803,596,632,618,679,662,671,664,582,506,496,429,451,483,509,533,548,559,571,582,642,715,..
Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8996,8154,4599,4765,4414,3460,3752,3646,3608,3285,2704,3155,3168,3107,3084,3153,3172,3270,3171,2867,3015,3048,3119,2995,2988,3131,3229,3185,3173,..
Ethiopia,..,..,..,..,..,..,..,..,..,..,..,1308,1208,1299,1322,1178,1185,1166,1254,1320,1352,1490,1353,1453,1346,1386,1637,1862,1930,2032,2171,2214,1394,1798,2072,2326,2590,2753,2923,2918,3201,4039,4210,4571,4811,4428,4725,5440,6135,6174,5719,6328,6572,7622,9251,8983,10467,10838,11566,..
Finland,6790,7623,9096,11131,13397,16047,19309,20189,22434,26138,30493,31201,33985,37535,32715,33076,35711,35007,34697,34820,32981,31157,29104,26919,26265,26052,27506,28183,27447,26733,27050,26370,25844,24582,25976,25308,24897,24479,25036,24900,24659,25667,25807,26278,25870,25228,25349,25831,24038,23236,24226,23081,22652,21990,20557,20450,21935,20917,20988,..
France,71718,77035,87142,103439,120435,132566,142592,162411,180342,201050,240086,265532,293134,325388,306386,284071,306016,289730,309555,304708,285465,250235,230687,223938,212695,206214,208889,208665,208371,213974,214138,225911,223407,220940,215911,218807,224153,221423,231181,228568,223598,231725,223663,224114,224067,220245,216342,207942,205224,200546,195011,195862,191750,188647,183239,184593,181814,181266,175375,..
Gabon,..,..,..,..,..,..,..,..,..,..,..,475,473,611,559,757,1173,1325,1743,1332,1289,1571,1707,1748,1429,1583,1363,1166,1285,964,701,861,910,987,965,1051,1169,1268,1370,1274,1222,1225,1121,1110,1158,1446,1507,1620,1659,1605,2026,2272,2394,2677,2587,2532,2647,1519,1531,..
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19258,14203,9444,7941,6106,5878,4458,3878,3237,2698,2361,1693,1622,1632,1644,2096,2030,2526,2223,2576,2812,2790,2757,2688,2864,3287,3959,3553,3451,..
Germany,84390,104169,129921,155781,180949,209635,231074,236153,261818,297252,368263,381678,403675,431675,386630,386749,404917,402479,421961,428110,372134,334364,312439,304591,298507,308971,327529,317894,313343,288368,303705,327949,329106,335881,324802,323860,333668,326053,324362,312369,301870,308236,294681,292891,284874,276611,277372,240511,262139,249900,249429,239253,240569,248258,239374,242497,243279,244154,233326,..
Ghana,..,..,..,..,..,..,..,..,..,..,..,1915,2007,2080,2181,2306,2349,2507,2528,2214,2190,2677,2276,1491,1786,2067,2203,2297,2364,2614,2517,2257,2658,2696,2915,3184,3483,3605,5439,5819,4950,5445,6657,6370,5869,6307,7725,8356,7871,9243,9506,9245,11980,13063,11792,11458,11706,10930,11758,..
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,69,59,59,59,62,62,59,56,78,94,87,97,87,84,90,115,128,143,136,143,203,240,243,287,281,287,296,312,324,340,349,356,362,393,406,424,421,430,471,474,459,468,499,537,587,612,627,694,..
Greece,5689,6485,7037,7107,8558,9312,10600,12192,13408,14451,16041,18350,21435,25311,23525,23259,25749,26674,30105,31237,31954,29785,29806,29114,29547,29609,28940,31738,33025,35626,36241,37628,37545,37382,37563,39075,42345,43316,44928,44399,45558,46750,48144,50828,49337,51254,52596,53053,50408,48134,42902,40422,35797,32656,33152,34991,34912,34295,33234,..
Guatemala,..,..,..,..,..,..,..,..,..,..,..,2264,2493,2631,2714,3016,2897,3343,3755,4215,4160,3584,3180,2739,3094,3184,2320,2720,2906,3038,3207,3411,4226,4627,4917,5859,5719,6003,7645,7480,8058,8099,8677,8816,8807,9539,9495,10311,9147,10542,9148,9420,9423,9435,9976,11238,11700,11498,12543,..
Haiti,..,..,..,..,..,..,..,..,..,..,..,379,356,365,409,413,569,595,645,652,620,522,581,625,647,647,697,769,811,906,905,833,751,652,189,902,1058,1274,1310,1382,1473,1514,1705,1689,1543,1582,1601,1929,1910,1873,2340,2678,2386,2612,2944,3203,3287,3249,3212,..
Honduras,..,..,..,..,..,..,..,..,..,..,..,1123,1158,1266,1249,1328,1421,1578,1584,1682,1696,1609,1595,1763,1865,1672,1698,1897,2093,2316,2174,2160,2460,2599,2997,3573,3518,3618,4321,4224,4158,4991,5276,5834,6604,6372,7192,7717,7649,7185,7314,7837,8116,8335,8437,8892,8601,8343,9115,..
Hong Kong (China),..,..,..,..,..,..,..,..,..,..,..,9077,9433,9524,10889,10782,12457,14414,15285,14092,14404,15442,14401,11925,10700,9293,9498,8158,9236,9120,8415,9486,12006,11920,11998,11617,10455,10549,16827,21988,16487,14694,11979,11848,8315,8397,7702,8036,8312,9669,8840,8569,8916,8660,8716,9742,10435,11364,10803,..
Hungary,..,..,..,..,..,9762,10726,11271,12095,13980,16162,18431,20499,22671,25136,26742,26842,29290,32546,30737,29046,27985,26281,24315,25369,26075,24171,24906,22303,22034,21948,20717,20905,20629,20259,18774,17551,17740,18304,18205,16428,16246,15326,15180,14805,15237,16392,16226,16013,15994,14688,14781,13926,13751,15047,16125,16521,17256,18391,..
Iceland,1100,1077,1207,1241,1269,1385,1488,1411,1481,1321,1315,1402,1496,1664,1662,1614,1590,1634,1758,1769,1672,1603,1434,1413,1441,1359,1403,1503,1583,1571,1626,1591,1707,1754,1770,1732,1954,1871,1821,1812,1747,1714,1796,1807,1833,1817,1899,1864,1724,1720,1570,1489,1470,1624,1683,1669,1652,1744,1740,..
India,..,..,..,..,..,..,..,..,..,..,..,52628,56479,57730,57516,58891,61082,65451,70842,76533,79990,82841,84565,90160,103367,109977,116140,126356,135196,148330,151146,156180,162282,168016,182755,201345,214248,225176,240666,260525,277361,276916,285955,295226,303509,309446,334621,363650,386507,392758,408038,418259,445876,455072,480238,525065,558609,586010,595077,..
Indonesia,..,..,..,..,..,..,..,..,..,..,..,24581,27702,31600,34392,36790,37747,44756,49731,54772,61609,66497,68815,68112,68226,70411,74045,74001,78623,82178,91406,96976,101982,113210,113854,130297,136980,149343,144881,156886,157453,162652,163157,167639,184787,179322,167805,173790,176917,177409,178477,209979,226653,225817,228988,216470,204767,224308,238067,..
Islamic Republic of Iran,..,..,..,..,..,..,..,..,..,..,..,32963,36046,43338,49487,57805,66648,76038,78036,84249,77950,79514,87316,106301,114548,126500,116754,121922,124552,132457,136242,143686,155599,151807,167992,166443,173837,176757,171510,185046,190825,199889,198719,198082,205628,223384,236335,241094,237198,243103,221601,225434,232574,252099,235551,208641,186845,184522,191446,..
Iraq,..,..,..,..,..,..,..,..,..,..,..,8533,9692,9486,10544,12373,15234,17109,19456,22255,23775,24068,25860,30491,32656,36344,40734,42092,44531,48989,48614,40044,62050,82952,92726,89063,91255,108337,73534,54806,64460,74984,70599,66592,70955,69684,64029,58198,66432,83241,93737,97873,114297,123559,128436,117955,124288,118939,127433,..
Ireland,2963,3500,4264,4634,5426,6091,6787,7813,8005,9247,10505,12718,13090,13896,14604,13898,14280,15443,16323,17463,16074,14415,12231,11334,11298,11240,13698,12125,10363,10699,12103,13183,13744,13748,15535,15780,16349,18019,20425,23060,23167,24591,23534,22996,24182,25405,26514,25237,24575,21438,20500,17845,17236,17173,17074,17562,18282,17871,18552,..
Israel,..,..,..,..,..,..,..,..,..,..,..,13704,14402,15647,15820,16407,16481,17382,18576,19005,18847,19636,18695,17580,15974,16985,18610,20357,22151,22801,23350,23152,23146,24877,26837,28403,27491,27661,26102,27891,29278,27347,29169,30000,27863,26114,26958,26916,27327,26185,28926,27639,35136,23053,20716,21873,22458,23957,22648,..
