TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Canada,3187860,3295448,3469350,3727185,3967645,4246373,4425890,4749514,5099704,5362870,5782382,5918473,6385022,6671851,6770760,6948218,7161275,7382396,7586978,7966915,8037079,7851115,7543937,7516118,7900714,8080943,8219736,8493322,8846246,9095395,8845840,8824475,9032036,9331826,9662778,9792178,9986591,10091383,10041142,10318948,10620097,10467565,10498765,11051864,11328568,11471345,11645777,11634189,11343868,10905591,10918166,11162877,11251473,11477014,11779777,11831502,11949664,12335158,12459188,12645879
Chile,..,..,..,..,..,..,..,..,..,..,..,364433,370060,355912,353348,319562,338378,350685,363190,384092,396859,403167,369695,382249,402159,401228,419226,432702,489787,549022,586577,599792,648605,664728,714691,767966,850628,952501,986293,1047942,1053811,1034124,1070557,1081685,1151962,1187652,1236207,1282206,1269931,1236202,1291730,1407438,1557561,1612486,1455647,1486929,1583391,1605150,1635504,1688149
People's Republic of China,..,..,..,..,..,..,..,..,..,..,..,16374059,17223020,17862632,18327893,20239887,20932952,22801649,24707906,25116330,25039403,24850005,25627590,26646670,28264602,28946265,29980755,31518940,33225983,33916103,36577564,35503858,36711143,38887135,40728013,43729004,44944129,44926402,45150859,45996731,47305515,48914189,52159029,59437679,67602516,74584462,81591059,87820162,90181827,96165731,106185781,113969465,118063182,121867415,124124300,125245194,124384031,128321308,133827644,..
Colombia,..,..,..,..,..,..,..,..,..,..,..,579989,580515,583929,618413,646299,672035,692046,688823,672615,740938,750518,771820,797072,823804,836396,911244,942091,970548,978420,1014219,1025276,1048292,1092904,1137911,1156169,1182188,1148725,1195780,1074313,1076614,1076214,1055659,1077791,1085611,1134923,1197040,1189941,1250845,1299206,1276647,1308858,1266818,1657182,1678859,1697995,1762466,1688908,1626819,..
Republic of the Congo,..,..,..,..,..,..,..,..,..,..,..,21293,22056,22300,22739,23158,25368,24135,25070,25049,25952,26752,28367,31775,30749,32012,31498,32013,31157,32346,32966,34421,34003,34215,29509,33691,31749,30382,30408,29935,29724,33320,33564,39609,42060,45506,59400,52757,56454,64462,70215,93492,107149,112776,111322,117323,122187,122269,124334,..
Costa Rica,..,..,..,..,..,..,..,..,..,..,..,33769,36063,39247,38383,41591,41947,48842,52859,54607,52550,49341,48107,47325,51345,52859,55420,59070,60522,67391,70214,74510,96220,98181,96732,98709,99138,100386,99808,110062,120313,121033,127875,136542,162118,162159,176284,186101,187054,188802,190500,191619,198716,209321,212383,206654,212718,210155,203629,..
Côte d'Ivoire,..,..,..,..,..,..,..,..,..,..,..,102796,109083,112684,117628,123946,133612,136229,145674,147357,149650,149032,148308,144693,147406,154815,171797,175620,178748,185001,181946,187175,204137,211408,216628,215816,242416,247356,246732,294172,284330,273450,292279,276309,389400,402777,396085,426310,428483,392663,347984,396626,434455,447342,450527,405777,426167,439405,434959,..
Croatia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,396262,342018,313179,323687,317333,327343,337892,357348,369179,364741,351139,364484,374976,402293,402097,408132,405862,422032,411446,397859,393066,383639,361119,353545,336726,351599,354604,366252,356175,..
Cuba,..,..,..,..,..,..,..,..,..,..,..,439122,422826,451615,478334,491055,515613,560678,594062,609117,613040,616577,624909,658526,644301,640358,638148,665269,698778,766795,728890,603132,528447,441384,454879,454763,496582,510198,478265,497588,533320,521075,485543,483132,472204,446742,446042,424603,450821,436500,473463,459191,468980,445392,451588,460904,453179,433930,435214,..
Curaçao/Netherlands Antilles,..,..,..,..,..,..,..,..,..,..,..,229022,223543,250404,233275,160860,177350,175779,155438,156632,164360,155580,171904,182918,126337,74711,70947,60520,54841,58231,61060,60837,63277,53495,54481,55029,56491,99522,113933,85830,88200,91694,90016,85885,90873,87494,86317,97942,93675,96147,85509,93145,85013,80392,90817,93354,79296,62644,55546,..
Cyprus,..,..,..,..,..,..,..,..,..,..,..,24586,31254,32739,24870,23645,27487,29937,31669,34398,36201,35551,36137,37502,38771,38500,43556,49535,50637,52698,57155,58327,65659,70495,80552,70961,78899,77309,82741,83178,89470,88519,89730,97624,91449,92919,96650,102086,108166,106002,102433,99354,93496,81064,82769,84733,90431,93442,93837,..
Czech Republic,..,..,..,..,..,..,..,..,..,..,..,1900156,1906130,1890734,1753807,1828558,1881453,2010523,1899013,2026588,1965794,1969840,2001006,2008388,2050528,2061856,2095440,2156419,2113817,2055282,2085162,1893542,1844231,1786444,1724884,1747950,1802398,1816330,1757560,1640027,1726719,1771310,1793675,1872471,1915505,1894514,1937413,1934101,1895665,1783042,1889494,1821255,1808504,1809764,1755791,1758386,1737680,1814052,1812842,1780898
Democratic People's Republic of Korea,..,..,..,..,..,..,..,..,..,..,..,812805,843772,862067,900783,931944,989532,1042840,1120022,1198300,1271229,1305345,1363825,1414290,1448920,1507211,1482601,1428022,1454231,1448714,1390938,1327371,1160286,1067166,975885,920465,809341,770996,719482,770736,825509,852829,819172,838569,858183,893289,902245,766439,844498,654505,619618,465180,480980,367902,402116,328101,368637,637770,600683,..
Democratic Republic of the Congo,..,..,..,..,..,..,..,..,..,..,..,279676,286903,296920,305015,312837,317685,327648,336784,351505,354513,371876,372417,396667,416837,416779,425104,442375,458724,470418,494050,494650,503697,513779,515637,537498,555765,565536,579383,580978,582352,601907,622809,646025,671771,697753,724180,750540,778257,801624,831148,882710,1090143,1145723,1202617,1209664,1239958,1246403,1263328,..
