TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Democratic Republic of the Congo,..,..,..,..,..,..,..,..,..,..,..,25450,26502,28619,29268,29770,26269,27942,29476,36562,28494,36722,27640,40228,48502,35881,31425,36208,39311,33068,45850,43422,39614,37763,24283,29521,32313,26949,23901,17953,11858,9868,10677,13017,14190,17765,18984,20744,23047,21159,24758,31758,31445,48063,64329,37765,27474,30516,29676,..
Denmark,196138,223592,265933,305525,345749,402488,457044,477620,526437,650717,729384,707477,745926,700171,652729,626209,657294,660711,656965,646334,532410,462090,446600,419149,417357,432432,421544,397839,366279,349390,320211,326526,322431,324190,340557,345380,375884,358794,360184,347512,336068,340222,331495,322648,319828,310279,316527,315643,309685,282247,294032,272932,263686,251081,241321,243354,248093,254311,255927,248819
Dominican Republic,..,..,..,..,..,..,..,..,..,..,..,47252,62105,69467,74174,76386,77479,81620,83094,86792,88249,83648,79432,94638,98551,90142,100474,114703,118174,123358,128079,124068,143281,142034,173227,184499,193532,220336,231351,240404,264314,254571,271092,225494,205637,224142,217317,221967,216266,211359,214358,214923,221354,207414,196231,224794,249904,231021,246349,..
Ecuador,..,..,..,..,..,..,..,..,..,..,..,45945,49491,53072,74064,86281,101954,131766,137514,147689,164966,175046,186814,166853,174984,178874,177377,178017,187171,177110,207276,219081,230655,209485,226212,277183,289502,308979,314571,277014,282882,307972,331531,366751,372165,405712,400349,435656,376650,433713,466741,485118,474099,508289,558418,532696,497262,500452,495372,..
Egypt,..,..,..,..,..,..,..,..,..,..,..,263141,298191,273588,304055,331964,391399,415608,424076,460578,474486,561058,619666,698618,767915,818652,818140,869766,875399,897105,956677,928024,938959,918426,841125,922205,985456,1042553,1142093,1045116,936392,982467,942326,931276,1142571,1184051,1230648,1276526,1352402,1458689,1425226,1423109,1513574,1512150,1733700,1633961,1717035,1622811,1534543,..
El Salvador,..,..,..,..,..,..,..,..,..,..,..,20813,24233,27135,26448,29296,29703,30480,31693,30393,25365,24006,23473,23515,24070,25800,26002,31140,30507,32572,32492,41716,45245,51962,58839,65767,57932,70947,75316,73841,74645,76804,78455,85129,85633,85928,91120,92850,88175,84291,84745,87655,88351,82602,85879,92048,93096,83324,89804,..
Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,572,660,397,484,530,573,573,1051,961,872,1135,920,568,834,610,655,743,830,1135,962,962,962,871,915,959,1262,1923,1677,2305,8864,6053,10195,12231,18639,19915,20014,22376,22389,23622,24920,24473,23882,28811,29937,27414,24060,21967,19991,..
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7110,8941,10156,11192,12219,10945,8159,8599,8377,8811,8414,9956,10964,11121,7570,7884,5534,6762,6764,6952,7293,7500,7662,7824,7985,8809,9782,..
Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,118809,104104,52062,54725,49154,35658,38604,37317,41125,39298,27173,33629,32622,32903,31998,32275,32228,32241,29843,23749,24251,22319,21494,19667,17208,12062,17547,6461,2780,2463
Ethiopia,..,..,..,..,..,..,..,..,..,..,..,20058,18425,19511,19422,17215,17399,17172,19152,20238,21008,22453,20854,22006,20418,20960,24374,29952,30296,32171,34090,33774,22838,29004,33561,38172,41483,40220,41620,41508,45468,56883,59341,64338,67485,62296,66427,74868,81165,81409,78478,86606,88672,103277,124089,123721,138426,146432,156076,..
Finland,104690,119767,140473,168187,202051,240469,285037,303431,343218,395273,438579,456502,498342,555188,517629,507537,537004,528472,500065,519704,527422,471128,429295,397474,372208,414353,468874,504510,432596,444293,396098,416290,365353,375445,392952,341870,382562,396728,412151,399938,380491,370849,411591,424085,442160,421378,434939,414417,405311,385404,395665,387079,360992,321749,366709,324174,356172,337379,335342,344233
France,1195350,1278506,1433748,1683438,1951984,2169496,2334635,2647506,2930907,3292175,3864445,4158271,4578482,5016024,4738841,4323739,4678840,4361798,4683971,4712079,4451335,3958451,3726864,3617556,3453077,3408685,3411918,3493735,3404231,3527677,3518167,3654681,3487105,3522218,3294077,3406690,3583824,3453079,3611864,3566807,3442409,3723275,3637717,3697327,3736743,3693903,3655699,3595523,3499547,3379901,3224704,3335569,3234488,3154882,3131019,3160465,3057541,3075485,2972559,2930242
Gabon,..,..,..,..,..,..,..,..,..,..,..,21199,20663,22575,24545,25879,27011,30660,38426,30732,31318,35311,34802,36711,33008,25142,24221,20808,22509,17973,12109,12493,15238,17467,10947,13607,15787,15730,18907,16316,15699,18767,17699,17144,17948,20507,21188,23018,23456,23002,29060,32408,33626,37628,36367,35579,37202,30364,30129,..
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,233709,177895,127028,108205,81685,65264,58080,50707,42467,35460,30437,24725,23847,25593,24487,31778,31358,39783,35844,36699,40046,42243,41976,41193,43776,50101,60181,54572,53340,..
Germany,1281451,1578267,1934844,2361589,2735112,3157301,3566041,3750907,4164610,4637791,5663825,5885530,6236618,6644309,6055778,5744729,6361981,6344516,6520569,6603960,6023258,5379927,5064242,4952886,4946075,5029918,5269448,5154075,5208121,4873969,5084557,5337049,5409270,5441493,5423568,5436307,5562138,5568384,5591256,5377169,5225573,5349735,5131400,5014502,4967064,4888684,4881978,4377659,4627003,4329825,4383611,4236746,4221380,4319105,4228221,4238842,4246511,4310946,4104887,4245395
