TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Colombia,..,..,..,..,..,..,..,..,..,..,..,46816,57188,59256,61652,53697,54533,61829,82110,93802,100241,109868,117130,128684,130827,133443,130055,137049,132159,133569,141286,139901,143312,140306,144736,151736,163687,204264,233624,204944,228478,242606,242359,231986,244211,256248,256719,253632,272304,314544,344553,316994,331557,408707,429616,422645,401484,411044,428971,437919
Republic of the Congo,..,..,..,..,..,..,..,..,..,..,..,76,77,80,96,85,78,49,8,3,0,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,689,802,833,742,888,1913,3531,5161,7464,10589,9569,17971,20581,21640,21640,21984
Costa Rica,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,15665,25699,31668,53044,53044,53440,54166,47711,46872,52397,51479,52815,55579,50935,55541,54752,59723,68584,69154,70618,70916,78911,71849,82756
Croatia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91882,85090,88202,93127,87620,80982,90746,94067,90425,91683,92504,96930,99241,98646,102918,99220,98420,113089,107884,100620,110211,107610,101038,95537,84549,87165,90877,104388,95970,100704
Cuba,..,..,..,..,..,..,..,..,..,..,..,187,223,468,626,559,688,549,342,565,575,429,342,268,106,223,216,771,707,1084,1088,956,675,742,639,559,642,1238,4131,15300,19095,19778,19448,21886,23422,24723,36274,40509,38616,38426,35672,33920,34407,35456,39910,41394,39428,34951,32267,32254
Curaçao/Netherlands Antilles,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,..,..,..,..,..,..,..,..,..,..,..,35838,38918,42741,52111,59659,65866,74855,83876,94107,108401,108747,115192,135150,143857,176629,186646,203602,204899,211456,219711,212003,242822,248154,242387,274303,315673,321079,321769,323498,314016,336290,324981,328337,326064,322528,317926,303068,300342,284881,337856,285086,287051,290832,258833,271420,293759,301491,285502,299699
Democratic People's Republic of Korea,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of the Congo,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,823,823,823,823,823,0,0,72,41,13,13,14,14
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,8,15,9,15,11,21,18,19,17,814,1295,2155,6747,28849,47911,62041,67010,71423,76099,86159,90594,102589,114634,132736,156362,164628,178861,188025,186269,193890,193738,195134,194007,184195,189937,170052,170650,163177,185140,155267,145885,138833,117399,119425,120499,115024,111932,105373
Dominican Republic,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9140,5251,7259,11896,17287,18008,17507,28268,32560,38603,39484,38857,39252,37042,42479,42351,52879
Ecuador,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4526,7898,10027,11645,13922,16273,14239,17108,17747,15725,21685,24545,25438,23518,25280,22789,19689,20812
Egypt,..,..,..,..,..,..,..,..,..,..,..,2942,2453,3051,1507,1356,4271,14503,23950,35451,66385,75708,83596,97605,124449,154559,180234,200275,216691,271685,281876,310536,334442,394805,409531,430715,445523,456673,469976,595381,604417,793953,890568,977162,956198,1255451,1350805,1484280,1524224,1496353,1499297,1634197,1638323,1573419,1461614,1539581,1735932,2046195,2177685,2126462
El Salvador,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,8893,32867,33245,44216,79735,96943,78159,104044,106439,107681,116466,121583,100035,80235,63603,46629,56088,76680,85647
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51175,51386,30043,14891,21387,24388,26896,26134,24804,24111,27717,29745,24943,28472,32429,33481,33835,33635,32260,21986,23551,21072,22835,23233,18236,16348,17931,16996,17317,15925
Ethiopia,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16159,26394,30883,31278,34007,34186,32140,25496,24060,23341,26609,33899,41405,54798,58677,77961,91391,96598,100117,103960,114948,118884,124233,121699,139654,139755,143626,155575,154605,171415,165800,151005,162668,156225,161705,145858,160652,140674,125817,119593,105223,93628,86195,80896,90950,87638
France,100681,141679,167322,171904,179860,180169,190067,217221,259763,301862,343905,407612,481996,565331,590253,658332,707232,738307,787606,872554,906191,920581,884780,942489,961171,1028849,1034695,1046938,1041701,1019332,1089913,1193998,1191564,1218653,1163341,1238322,1368527,1312089,1398941,1426361,1497469,1572062,1569394,1646166,1680931,1717653,1658900,1611393,1669912,1610319,1784320,1548686,1599995,1625154,1364701,1467064,1603078,1611565,1537636,1565180
Gabon,..,..,..,..,..,..,..,..,..,..,..,3256,3632,16619,19221,5692,1752,1841,1294,1026,525,2475,4049,3263,1382,1775,2037,2002,2812,2970,3726,3802,3588,3768,3581,4706,4396,4537,4252,4251,4270,4488,4706,4974,4873,5120,5269,5670,6355,8447,11297,12714,13072,12893,18662,18662,18696,16524,16085,14145
Georgia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,190675,166568,165700,133008,67926,40378,36454,31320,31935,28889,39900,34009,28446,32293,37832,44427,57690,58029,45293,45482,42501,63116,68998,69075,78870,86885,81681,86036,85633,91699
Germany,30871,35743,43997,54641,79101,106402,123769,160798,265726,374627,521060,703742,923656,1199524,1516169,1616023,1707920,1805208,1970496,2151627,2143985,2046919,1901888,1973065,2059307,2042128,2092236,2277085,2224661,2307246,2301913,2416796,2378110,2498996,2561853,2817612,3151051,3012331,3045007,3014319,3008348,3164842,3163993,3176749,3189740,3256582,3319975,3202702,3230636,3045123,3177985,2913844,2923195,3060643,2653360,2727882,2944589,3154364,3079476,3358554
Ghana,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,14828,28985,14668,10989,23341,44645,26089,43168,54969,63181
Gibraltar,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2239
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3037,2894,3184,2992,4100,4680,5613,5661,5783,5713,5279,3893,1992,1837,2064,7159,30372,50994,71366,70466,75408,84835,93314,98538,115022,140850,146795,124390,135422,166310,153325,135497,104013,112077,146108,175999,172380,188527
Guatemala,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Kong (China),..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,70292,109756,102967,113543,102643,103591,98414,63284,91423,91633,100527,93915,108641,105510,131120,104425,96159,90592,87079,111105,114057,113677,110073,113648
Hungary,..,..,..,..,..,48949,60682,77885,98024,116697,130870,136281,147094,174672,186032,206653,248138,267406,292829,309319,333790,341428,356576,355486,362037,369602,392049,389219,384978,392214,373172,370042,325296,350056,353507,384133,428622,406489,409314,414705,404309,448433,452616,497645,490368,506349,479672,448190,442161,383171,410955,391631,350726,322554,292306,313585,336104,357629,346407,352497
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
