TIME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Guatemala,..,..,..,..,..,..,..,..,..,..,..,12498,12913,13277,13536,6411,6610,7013,7289,7385,3944,4010,3993,4032,4178,4269,4405,5323,5657,6310,6712,7200,7877,7984,8525,9104,9242,9774,10328,11204,10216,8297,16347,17131,18160,18254,19256,19907,11939,11460,13718,14084,13879,14295,14745,15274,17264,17577,18469,..
Haiti,..,..,..,..,..,..,..,..,..,..,..,862,862,893,893,924,924,955,955,986,986,1047,1047,1078,1078,1078,1265,1221,1255,1255,1544,1535,1530,1523,1435,1480,1561,1887,1623,1823,1854,1884,1884,1955,1854,1888,1926,1980,1993,2154,1917,2028,2306,2153,2104,2182,2217,2232,2265,..
Honduras,..,..,..,..,..,..,..,..,..,..,..,387,430,517,473,557,687,1033,1206,1250,1815,1728,1645,1540,1659,1715,3159,3762,4161,4473,4468,4522,5364,5005,4594,4931,5160,5480,6118,5615,4484,7170,9458,12008,8434,6657,6837,7341,7532,7271,7300,7463,7872,8397,12452,11596,14007,17150,17874,..
Hong Kong (China),..,..,..,..,..,..,..,..,..,..,..,11203,11202,10717,14495,13763,16083,20414,21571,16433,22655,27746,33880,32668,35399,37950,41744,46593,49860,52523,57055,61281,65179,69092,74501,77126,81086,84220,89837,94953,98465,105674,112195,114614,116726,108788,110916,112857,112908,113744,114911,115070,116825,116399,117664,118422,118308,118519,121505,..
Hungary,..,..,..,..,..,48334,48684,47602,45225,47074,49369,47164,47278,46982,48576,49470,43518,49674,56216,65962,58527,63088,66410,62390,66915,73905,71206,75263,79863,85862,84493,100353,83165,100418,110172,110473,124787,120787,122292,123938,126635,133902,124170,129117,148441,146538,133239,117083,114757,121553,127621,127833,98540,97839,88535,92261,91409,90179,87858,..
Iceland,488,550,564,586,625,665,700,736,758,783,820,860,910,904,972,936,983,1033,1181,1252,1315,1438,1545,1556,1832,1872,1879,2043,2776,2842,8175,8347,8419,8484,8894,8858,8310,8501,9151,9627,10215,10430,10668,10596,11113,11408,11654,12223,12835,12703,12667,12632,13601,13957,15230,16604,17670,16720,21432,..
India,..,..,..,..,..,..,..,..,..,..,..,257907,250836,259011,263440,269745,279745,285419,300218,336944,306818,334302,315869,334482,380144,341973,308106,304253,339250,330235,377382,405008,400242,390374,410259,417078,426738,452074,384100,413319,415863,426525,454115,475857,468373,499228,526720,571503,616886,653580,707149,748396,808591,823298,857404,918627,998132,1040244,1089693,..
Indonesia,..,..,..,..,..,..,..,..,..,..,..,4591,5083,4997,5294,6013,6358,7138,7862,8757,15055,14125,16213,15344,16329,17270,17877,19433,21670,31542,33389,39571,47039,56871,63266,71435,84314,89397,94113,101629,120855,125361,127002,130988,148249,153642,153540,159925,164941,174306,178532,192594,216579,229053,235176,247940,243317,254668,252388,..
Islamic Republic of Iran,..,..,..,..,..,..,..,..,..,..,..,54237,57942,65222,76034,81602,92841,106690,107067,114623,122553,133117,139806,155970,167764,175765,168364,176955,178131,185589,172939,183830,210638,212779,262164,253501,286085,276665,290803,293483,313291,325519,340158,356880,384649,415970,453123,482819,485098,461966,467606,424708,413474,430424,436747,456018,475325,458844,464544,..
Iraq,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4882,2970,2344,3744,5666,8694,7877,8737,10966,10318,9101,8420,8302,8942,..
Ireland,900,1080,1260,1476,1872,2250,2628,5424,7145,5550,6275,8934,9499,10432,7980,9554,10055,18066,18664,25122,24266,24053,22489,24899,22653,24505,23653,25550,25069,27208,40921,42797,43852,44425,47789,45176,47175,48798,49687,53669,55326,57586,59901,65993,63548,66501,65374,69684,74129,65395,62421,54596,54615,53374,50614,52480,55104,57286,61142,..
Israel,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,11185,12492,12978,13154,14105,15095,13662,15656,17417,18659,18461,18648,21740,23785,25672,28206,30848,27644,30899,38603,42332,35680,49968,42944,45029,47099,49626,53158,55696,56250,61142,61441,65347,63911,57431,68277,69300,69873,69820,..
