"MODEL","SCENARIO","REGION","VARIABLE","UNIT","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015",
"IEA","Reference","XME","ChangeRate_Energy_Intensity","TJ/billion USD 2015/y",,,,,411.244491561319,767.326362609886,95.3129015017916,383.727898700206,-138.838581803902,169.715376170742,126.405924185452,-31.845595835544,
"IEA","Reference","XNF","ChangeRate_Energy_Intensity","TJ/billion USD 2015/y",,,,,200.036156625917,481.958892476006,155.799380174874,70.7268736679132,-193.407941849261,175.672633184262,-121.542811203558,78.4589070041395,
"IEA","Reference","XAF","ChangeRate_Energy_Intensity","TJ/billion USD 2015/y",,,,,127.187913089214,642.48624594724,-58.4604853067656,403.209543295206,-259.49504623791,-536.999409560826,-434.960590836609,-348.306194764864,

"MODEL","SCENARIO","REGION","VARIABLE","UNIT","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015",
"IEA","Reference","XE25","Carbon_Intensity","kt-CO2/TJ",0.0814170586430134,0.0765073590588252,0.0704251118971354,0.0681365031043547,0.0664988753893422,0.0614434214212801,0.058163468904873,0.0551734854156887,0.0533259212559236,0.0520251134306799,0.0497647339133566,0.048226281063599,
"IEA","Reference","XER","Carbon_Intensity","kt-CO2/TJ",0.0514043395429651,0.0496292222833242,0.0497830917785676,0.0625613778128569,0.059512091449725,0.0598333867688406,0.0574827510074518,0.0519783347643523,0.049791007920322,0.0510497564776934,0.047537075485181,0.047290636079371,
"IEA","Reference","TUR","Carbon_Intensity","kt-CO2/TJ",0.0374678849891647,0.0408435360033202,0.0499343004240967,0.0532284195539528,0.0543170442196012,0.0579211366775555,0.059788887526793,0.0604052351203771,0.0629992038099401,0.0613912832300443,0.0605097217832423,0.0591443397127279,
"IEA","Reference","XOC","Carbon_Intensity","kt-CO2/TJ",0.066517002177652,0.065207494918137,0.0643268151894377,0.0678829885882756,0.0678347174951427,0.0679003508173903,0.0692522486634932,0.0701717758291856,0.0708216886056769,0.0752881003475165,0.0702961018128291,0.0679512947669128,
"IEA","Reference","CHN","Carbon_Intensity","kt-CO2/TJ",,,,0.051013063547264,0.0546299719311573,0.0564099796472296,0.0574533656181991,0.0664872613542171,0.0655914454668565,0.0725461713705968,0.073746497096513,0.0725907475407972,
"IEA","Reference","IND","Carbon_Intensity","kt-CO2/TJ",,,,0.0301740681795166,0.0314487689466869,0.0364014921102817,0.0414132830362726,0.0453165612125319,0.048200737811333,0.0498801657356226,0.0535846823527295,0.058296233516014,
"IEA","Reference","JPN","Carbon_Intensity","kt-CO2/TJ",0.0755520375173366,0.0704910014903346,0.0675241651554715,0.0665447646273835,0.0603564666523716,0.057012461558247,0.0573814827378363,0.0547588319040578,0.0529091215237191,0.0540360695667016,0.0539149849670183,0.0638241217959248,
"IEA","Reference","XSE","Carbon_Intensity","kt-CO2/TJ",,,,0.0463496587679526,0.0493184898126673,0.0488397670799577,0.0478117473723916,0.0495884177151217,0.0496227890229958,0.0497180552407601,0.0503692300596135,0.0513966436844601,
"IEA","Reference","XSA","Carbon_Intensity","kt-CO2/TJ",,,,0.0191011512103618,0.0206343982208855,0.0225977276891256,0.0270940899119308,0.0309176589016615,0.0319106484811656,0.0340654273886515,0.036591782314856,0.0391928228642901,
"IEA","Reference","CAN","Carbon_Intensity","kt-CO2/TJ",0.0586333778773221,0.0588504589681594,0.0574282363219863,0.0542737720664493,0.0525392372029689,0.0487418361941174,0.0462655892487316,0.0447854399705561,0.0474059700208011,0.0469804543407944,0.048195273821629,0.0464258046019854,
"IEA","Reference","BRA","Carbon_Intensity","kt-CO2/TJ",,,,0.0339844030602427,0.0351933042556886,0.0288502405509317,0.0314022182874826,0.0337790638843583,0.037271509167124,0.0344891663550227,0.0333362576922363,0.0365580093900103,
"IEA","Reference","XLM","Carbon_Intensity","kt-CO2/TJ",,,,0.0506477159564144,0.0503101257880065,0.0494893961842727,0.0495169169483316,0.0514048630543173,0.0523675158792667,0.0517405021642799,0.0533260115359549,0.0523823235329527,
"IEA","Reference","CIS","Carbon_Intensity","kt-CO2/TJ",,,,0.0630355069594417,0.0631927608506434,0.0589114162211911,0.0609368172490009,0.0586013717070055,0.0565851433345756,0.0543853815376547,0.0541306718383989,0.054560480360897,
"IEA","Reference","XME","Carbon_Intensity","kt-CO2/TJ",,,,0.0601752846038106,0.0633474276425747,0.0625259468375567,0.0610462029048318,0.0584788777017921,0.0601194212340794,0.0590384479183711,0.0589933383489687,0.0585123617227649,
"IEA","Reference","XNF","Carbon_Intensity","kt-CO2/TJ",,,,0.0573383795303282,0.060128897093394,0.0568377315043331,0.0564628176740285,0.0560763420826004,0.0574324292716517,0.0568791161145072,0.0571014475797134,0.0591025715148362,
"IEA","Reference","XAF","Carbon_Intensity","kt-CO2/TJ",,,,0.0308653635269271,0.0288768690871877,0.0264515132576348,0.0264574568398679,0.0250201982912471,0.0254725714770272,0.0286781763815934,0.0288625929462016,0.0284479846607445,
"IEA","Reference","XE25","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",0,-0.00098193991683764,-0.00121644943233795,-0.000457721758556148,-0.000327525543002505,-0.00101109079361242,-0.000655990503281405,-0.00059799669783687,-0.000369512831953023,-0.000260161565048726,-0.000452075903464674,-0.00030769056995151,
"IEA","Reference","XER","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",0,-0.000355023451928183,3.07738990486792e-05,0.00255565720685786,-0.000609857272626361,6.42590638231175e-05,-0.000470127152277774,-0.00110088324861988,-0.000437465368806075,0.000251749711474279,-0.000702536198502474,-4.92878811619996e-05,
"IEA","Reference","TUR","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",0,0.000675130202831103,0.00181815288415529,0.000658823825971225,0.000217724933129675,0.000720818491590859,0.000373550169847518,0.000123269518716811,0.000518793737912596,-0.000321584115979147,-0.00017631228936041,-0.000273076414102875,
"IEA","Reference","XOC","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",0,-0.000261901451903002,-0.000176135945739853,0.000711234679767575,-9.65421862656468e-06,1.31266644495143e-05,0.000270379569220575,0.000183905433138476,0.000129982555298266,0.000893282348367919,-0.000998399706937472,-0.000468961409183277,
"IEA","Reference","CHN","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",,,,,0.000723381676778657,0.000356001543214458,0.000208677194193894,0.0018067791472036,-0.000179163177472108,0.00139094518074805,0.000240065145183246,-0.000231149911143175,
"IEA","Reference","IND","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",,,,,0.00025494015343405,0.000990544632718966,0.00100235818519817,0.000780655635251865,0.000576835319760231,0.000335885584857906,0.000740903323421376,0.000942310232656915,
"IEA","Reference","JPN","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",0,-0.00101220720540039,-0.000593367266972622,-0.000195880105617616,-0.00123765959500238,-0.000668801018824916,7.38042359178598e-05,-0.000524530166755705,-0.000369942076067727,0.000225389608596485,-2.4216919936644e-05,0.00198182736578128,
"IEA","Reference","XSE","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",,,,,0.000593766208942939,-9.57445465419218e-05,-0.000205603941513224,0.000355334068546015,6.87426157483378e-06,1.90532435528537e-05,0.000130234963770674,0.000205482724969325,
"IEA","Reference","XSA","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",,,,,0.000306649402104756,0.000392665893648017,0.000899272444561029,0.000764713797946141,0.000198597915900832,0.000430955781497167,0.000505270985240902,0.00052020810988683,
"IEA","Reference","CAN","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",0,4.34162181674649e-05,-0.000284444529234616,-0.000630892851107413,-0.000346906972696076,-0.000759480201770289,-0.000495249389077167,-0.000296029855635103,0.000524106010049008,-8.51031360013479e-05,0.000242963896166926,-0.000353893843928714,
"IEA","Reference","BRA","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",,,,,0.000241780239089189,-0.00126861274095139,0.000510395547310188,0.000475369119375131,0.000698489056553146,-0.000556468562420262,-0.000230581732557268,0.000644350339554797,
"IEA","Reference","XLM","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",,,,,-6.7518033681585e-05,-0.00016414592074676,5.50415281179301e-06,0.000377589221197133,0.000192530564989876,-0.000125402742997364,0.000317101874335003,-0.000188737600600437,
"IEA","Reference","CIS","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",,,,,3.145077824033e-05,-0.000856268925890449,0.00040508020556196,-0.000467089108399088,-0.000403245674485977,-0.000439952359384184,-5.09419398511554e-05,8.59617044996139e-05,
"IEA","Reference","XME","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",,,,,0.000634428607752835,-0.000164296161003599,-0.000295948786544989,-0.000513465040607929,0.000328108706457457,-0.000216194663141658,-9.02191388048174e-06,-9.61953252407693e-05,
"IEA","Reference","XNF","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",,,,,0.000558103512613149,-0.000658233117812179,-7.49827660609242e-05,-7.72951182856099e-05,0.000271217437810251,-0.000110662631428901,4.44662930412468e-05,0.00040022478702455,
"IEA","Reference","XAF","ChangeRate_Carbon_Intensity","kt-CO2/TJ/y",,,,,-0.000397698887947877,-0.000485071165910585,1.18871644661581e-06,-0.000287451709724149,9.04746371560197e-05,0.000641120980913245,3.68833129216289e-05,-8.2921657091406e-05,

"MODEL","SCENARIO","REGION","VARIABLE","UNIT","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015",
"IEA","Reference","XE25","Electricity_Rate_Total","TJ/TJ",0.0866885486506777,0.0980055963909823,0.102894026865652,0.118746886348588,0.13283510476634,0.150990666653137,0.166038283787153,0.172725923081626,0.185614193147701,0.194193806359154,0.202664831276507,0.212488338138402,
"IEA","Reference","XER","Electricity_Rate_Total","TJ/TJ",0.268015609736068,0.265711985575033,0.241467932691685,0.155338344254858,0.158795715858697,0.194010060431536,0.204646771269079,0.245613649288324,0.259334418467302,0.25177700694841,0.275531991148703,0.286763214191284,
"IEA","Reference","TUR","Electricity_Rate_Total","TJ/TJ",0.0189496427606865,0.0290304738758633,0.0391024913634415,0.0495278563154548,0.0638499075671511,0.0792592884819034,0.0956942410903302,0.116428690598671,0.142523251602929,0.1691873230432,0.186322319194593,0.197047014939465,
"IEA","Reference","XOC","Electricity_Rate_Total","TJ/TJ",0.0749083261528871,0.0961109257618812,0.115453925550501,0.142913988967554,0.158119920434974,0.183663883634058,0.204267964875576,0.20511243942177,0.215625121206981,0.230421803006833,0.240846274321855,0.227132971254085,
"IEA","Reference","CHN","Electricity_Rate_Total","TJ/TJ",,,,0.035061487932779,0.0454535000886789,0.050895625160802,0.061976832396777,0.0865696063775638,0.116695519413803,0.141713162742356,0.18166108605166,0.214754723946798,
"IEA","Reference","IND","Electricity_Rate_Total","TJ/TJ",,,,0.0371980574142363,0.0441284207347102,0.0565184865183812,0.0749162035164011,0.0960396945507354,0.1004800664316,0.115692067599472,0.129458747906656,0.158093513412358,
"IEA","Reference","JPN","Electricity_Rate_Total","TJ/TJ",0.143505712605457,0.142979655458143,0.145089478283061,0.165791430331381,0.187307986475233,0.208385766409239,0.224977208682346,0.230455953578327,0.247971553021043,0.25821146721271,0.282902333418084,0.278009079009374,
"IEA","Reference","XSE","Electricity_Rate_Total","TJ/TJ",,,,0.0523339893355687,0.0645849960317377,0.0773463592939016,0.0942384159155505,0.112652397238756,0.139392340080262,0.158618712749762,0.17752971486253,0.192860537957174,
"IEA","Reference","XSA","Electricity_Rate_Total","TJ/TJ",,,,0.0249345203872444,0.0297961345883508,0.0423117095627077,0.0554134770449303,0.0688711418000202,0.072795109877686,0.0875537771153941,0.0954157968954429,0.104556237902713,
"IEA","Reference","CAN","Electricity_Rate_Total","TJ/TJ",0.126627552014549,0.134245440673858,0.138693743208462,0.153107774256312,0.168124103878269,0.209220800125602,0.226838123023765,0.220848115502609,0.22088246252776,0.216157068040937,0.21880516640275,0.217108745707674,
"IEA","Reference","BRA","Electricity_Rate_Total","TJ/TJ",,,,0.0726489314197641,0.106253546686029,0.141776479833076,0.162725557461407,0.170710199626717,0.179918062315528,0.180659402322723,0.178179833671256,0.185621443380447,
"IEA","Reference","XLM","Electricity_Rate_Total","TJ/TJ",,,,0.0775861836986829,0.0895710279942434,0.100373863089728,0.113488493262523,0.127805622684424,0.141710388130672,0.156833687730478,0.165441942400687,0.184365320316044,
"IEA","Reference","CIS","Electricity_Rate_Total","TJ/TJ",,,,0.106059112902933,0.107875559983682,0.11768889106229,0.115101128812996,0.119680768268097,0.127924708945183,0.135444475539485,0.138099006228175,0.145622140424076,
"IEA","Reference","XME","Electricity_Rate_Total","TJ/TJ",,,,0.071675472337403,0.0767430732010327,0.100649591595321,0.10871233451352,0.113819907673902,0.128983104214952,0.133239831594206,0.144426367400566,0.154269455260505,
"IEA","Reference","XNF","Electricity_Rate_Total","TJ/TJ",,,,0.0751459119241055,0.0864670780293306,0.0922921665728691,0.114436165059067,0.124602205003496,0.140906023461004,0.157355044218818,0.163660343502477,0.179133000264206,
"IEA","Reference","XAF","Electricity_Rate_Total","TJ/TJ",,,,0.0483508405371281,0.0589021987949209,0.0655981338149833,0.0672311147260988,0.0646323677845216,0.0706933823944037,0.0729125498709899,0.0719192004271608,0.0685922157817519,
"IEA","Reference","XE25","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",0,0.00226340954806092,0.00097768609493388,0.0031705718965872,0.00281764368355038,0.00363111237735949,0.00300952342680312,0.00133752785889469,0.00257765401321506,0.00171592264229049,0.00169420498347072,0.00196470137237893,
"IEA","Reference","XER","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",0,-0.000460724832207016,-0.00484881057666964,-0.0172259176873653,0.00069147432076761,0.00704286891456799,0.00212734216750843,0.00819337560384906,0.00274415383579569,-0.00151148230377857,0.00475099684005873,0.00224624460851621,
"IEA","Reference","TUR","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",0,0.00201616622303537,0.00201440349751564,0.00208507299040266,0.00286441025033926,0.00308187618295046,0.00328699052168537,0.00414688990166812,0.00521891220085157,0.00533281428805432,0.00342699923027858,0.00214493914897434,
"IEA","Reference","XOC","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",0,0.00424051992179883,0.00386859995772404,0.00549201268341042,0.00304118629348419,0.00510879263981671,0.00412081624830363,0.000168894909238726,0.00210253635704231,0.0029593363599704,0.00208489426300437,-0.00274266061355411,
"IEA","Reference","CHN","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",,,,,0.00207840243117997,0.00108842501442461,0.00221624144719499,0.00491855479615737,0.00602518260724782,0.00500352866571062,0.00798958466186086,0.00661872757902755,
"IEA","Reference","IND","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",,,,,0.00138607266409478,0.00247801315673419,0.00367954339960398,0.00422469820686686,0.000888074376172943,0.00304240023357435,0.00275333606143678,0.00572695310114039,
"IEA","Reference","JPN","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",0,-0.000105211429462732,0.000421964564983635,0.00414039040966383,0.00430331122877048,0.00421555598680119,0.0033182884546214,0.00109574897919629,0.00350311988854318,0.00204798283833328,0.00493817324107478,-0.000978650881741949,
"IEA","Reference","XSE","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",,,,,0.00245020133923379,0.00255227265243278,0.00337841132432979,0.00368279626464116,0.00534798856830108,0.00384527453390001,0.00378220042255364,0.0030661646189288,
"IEA","Reference","XSA","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",,,,,0.000972322840221278,0.00250311499487139,0.00262035349644451,0.00269153295101798,0.000784793615533161,0.00295173344754162,0.00157240395600977,0.00182808820145398,
"IEA","Reference","CAN","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",0,0.00152357773186175,0.000889660506920864,0.00288280620956996,0.0030032659243915,0.00821933924946653,0.00352346457963256,-0.00119800150423108,6.86940503009659e-06,-0.000945078897364476,0.000529619672362486,-0.000339284139015211,
"IEA","Reference","BRA","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",,,,,0.00672092305325296,0.00710458662940936,0.00418981552566617,0.00159692843306203,0.00184157253776222,0.000148268001439106,-0.000495913730293451,0.00148832194183814,
"IEA","Reference","XLM","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",,,,,0.00239696885911209,0.00216056701909696,0.0026229260345589,0.00286342588438032,0.00278095308924959,0.00302465991996112,0.00172165093404178,0.00378467558307152,
"IEA","Reference","CIS","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",,,,,0.000363289416149659,0.00196266621572166,-0.000517552449858688,0.000915927891020099,0.00164878813541722,0.00150395331886048,0.000530906137738019,0.00150462683918016,
"IEA","Reference","XME","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",,,,,0.00101352017272596,0.00478130367885773,0.00161254858363982,0.00102151463207621,0.00303263930821011,0.000851345475850862,0.00223730716127185,0.00196861757198786,
"IEA","Reference","XNF","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",,,,,0.00226423322104503,0.00116501770870769,0.00442879969723955,0.00203320798888593,0.0032607636915016,0.00328980415156278,0.00126105985673173,0.00309453135234586,
"IEA","Reference","XAF","ChangeRate_Electricity_Rate_Total","TJ/TJ/y",,,,,0.00211027165155856,0.00133918700401248,0.000326596182223093,-0.000519749388315449,0.00121220292197643,0.00044383349531725,-0.000198669888765826,-0.000665396929081777,

"MODEL","SCENARIO","REGION","VARIABLE","UNIT","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015",
"IEA","Reference","XE25","Electricity_Rate_Ind","TJ/TJ",0.132864573194305,0.143701155797369,0.152446696032462,0.173643034313608,0.200390923973146,0.22894745432963,0.258454801643704,0.278232109973655,0.300209630007698,0.318886587866875,0.327343172481868,0.341164078115274,
"IEA","Reference","XER","Electricity_Rate_Ind","TJ/TJ",0.404289093486319,0.439788540775869,0.404228131553321,0.223037338387066,0.192006860917225,0.252580527736155,0.243035840725885,0.29234954765963,0.351611704933181,0.357385332454991,0.416216775223283,0.44173939716363,
"IEA","Reference","TUR","Electricity_Rate_Ind","TJ/TJ",0.12820764196956,0.181597120902636,0.171512866743157,0.158106000702864,0.159649545328487,0.206958095494553,0.215032035808454,0.248340396297926,0.200056911078851,0.245826655381679,0.291461718298293,0.330570096508166,
"IEA","Reference","XOC","Electricity_Rate_Ind","TJ/TJ",0.076660116727832,0.116209440828187,0.150811691839618,0.153943440762245,0.172835671845398,0.228417491991865,0.264782676591536,0.26813211422184,0.278836920596808,0.291659528568256,0.315147667927247,0.291522027879769,
"IEA","Reference","CHN","Electricity_Rate_Ind","TJ/TJ",,,,0.0767802149383091,0.0929960561918966,0.106217271269417,0.128304220095389,0.140214406197757,0.196557127262714,0.187921943863236,0.21968735957492,0.271748486410183,
"IEA","Reference","IND","Electricity_Rate_Ind","TJ/TJ",,,,0.0991889260417973,0.112887970432778,0.125228935791056,0.135085831990848,0.160763725362527,0.159401135268982,0.178841115806919,0.181466155991249,0.195655897224185,
"IEA","Reference","JPN","Electricity_Rate_Ind","TJ/TJ",0.187227225640648,0.195936109758997,0.226018879146916,0.252800686035811,0.308939405006599,0.293076838057726,0.336942179510067,0.324394358916994,0.34678348951246,0.342769520065679,0.355061545992798,0.347971782837371,
"IEA","Reference","XSE","Electricity_Rate_Ind","TJ/TJ",,,,0.112261210818525,0.115168931698114,0.138738150473911,0.162994650518621,0.189435308782416,0.229200596327845,0.249610145953292,0.265445561995661,0.293320883414801,
"IEA","Reference","XSA","Electricity_Rate_Ind","TJ/TJ",,,,0.0891764474343377,0.0846088297354326,0.108575877350581,0.125727181058388,0.125217981815934,0.128660322682934,0.133811563031133,0.150462787450647,0.163567354974499,
"IEA","Reference","CAN","Electricity_Rate_Ind","TJ/TJ",0.261558859848291,0.252073117589046,0.218737460000617,0.205925762205469,0.232993989895545,0.305193006468853,0.30571119550867,0.309968039536105,0.316421127626406,0.346674272515377,0.352524827460729,0.332562555332929,
"IEA","Reference","BRA","Electricity_Rate_Ind","TJ/TJ",,,,0.128956825988364,0.166952180510009,0.221756866871884,0.242107790109392,0.235298471178744,0.22427282901653,0.223372890453043,0.218365542593898,0.214991770023568,
"IEA","Reference","XLM","Electricity_Rate_Ind","TJ/TJ",,,,0.115142548184438,0.132420714397411,0.150432118227077,0.175458382157031,0.207759341490817,0.232271026393058,0.265378342792734,0.281709551004667,0.304227932220566,
"IEA","Reference","CIS","Electricity_Rate_Ind","TJ/TJ",,,,0.165959028301781,0.162087344564188,0.187751761973641,0.193193405166875,0.172897281831793,0.201339785667513,0.218966424381051,0.21744711557486,0.216390178850644,
