"MODEL","SCENARIO","REGION","VARIABLE","UNIT","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100",
"AIM/Hub V2.2","1.5C","BRA","Electricity_Rate_Total","EJ/yr/EJ/yr",0.181342946228832,0.189619876740077,0.192087470305171,0.233777872612824,0.293867045353688,0.38653575774761,0.444533459000943,0.451980711163189,0.461148479626438,0.50137706982025,0.551971202898052,0.600623954424199,0.612760261414382,0.624334183787655,0.638671742999392,0.647580204156034,0.653698416520473,0.662432478535282,0.670482383355347,
"AIM/Hub V2.2","1.5C","XLM","Electricity_Rate_Total","EJ/yr/EJ/yr",0.144195890641877,0.162399835378991,0.168065494933303,0.202807531581728,0.249119723834929,0.355263157894737,0.43868848716957,0.477540422375054,0.470567045383071,0.51956204136276,0.580733789607651,0.628583216264629,0.629147703451516,0.628222523744912,0.645710836897223,0.646235230909817,0.644756630355716,0.642519171862441,0.639992370295015,
"AIM/Hub V2.2","1.5C","CIS","Electricity_Rate_Total","EJ/yr/EJ/yr",0.126435240032486,0.117154327758998,0.120244080019415,0.14991505187834,0.170421655739227,0.212247572247572,0.24970801661912,0.27994704901097,0.278961029956623,0.299779205138499,0.32666750929905,0.346018797009691,0.351803992322116,0.355745731941487,0.36165584924046,0.363008488234662,0.363639835038949,0.364206043483911,0.364739963560451,
"AIM/Hub V2.2","1.5C","XME","Electricity_Rate_Total","EJ/yr/EJ/yr",0.130256212715896,0.135076982139429,0.145906683160466,0.156409481867756,0.179141306798055,0.303604249088813,0.545964570069137,0.680294022179035,0.681639421407043,0.75121763513345,0.839827870545765,0.8824163013764,0.881873959354971,0.882015975632303,0.893879741759197,0.895264595950038,0.894889604772729,0.894370972261138,0.893858565901045,
"AIM/Hub V2.2","1.5C","XNF","Electricity_Rate_Total","EJ/yr/EJ/yr",0.157071575328106,0.176454610713385,0.179248007883514,0.181927989939771,0.203940773364448,0.3304499781564,0.497968760944176,0.589406546443488,0.609182399177257,0.67839161416348,0.751821997202052,0.797257741488214,0.796655259562016,0.797005278713788,0.813013019702184,0.815817879579456,0.816254901134112,0.816260381500735,0.814856580485104,
"AIM/Hub V2.2","1.5C","XAF","Electricity_Rate_Total","EJ/yr/EJ/yr",0.0732135028496274,0.0730927941700479,0.0802610426802653,0.0824477753483839,0.0933543739978111,0.133213059710842,0.166849255039439,0.184298821352289,0.205432681643905,0.245425228047544,0.286475972142621,0.321888883858993,0.330694568734081,0.338207427730304,0.354378130184214,0.361934899420473,0.367958739244198,0.373500931646785,0.378335604695125,
"AIM/Hub V2.2","1.5C","XE25","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.00123192301183589,-0.000497069531656547,0.00502846263945623,0.00664657485654593,0.0143102603637234,0.0163181264683477,0.00912830263278787,0.000102312160842044,0.0095590869500209,0.0132779179051078,0.00928791487112732,0.00110022982875599,0.0012682938004462,0.00401958594846949,0.00185554968802788,0.000802216222100216,0.000502790781661311,0.000483360810975575,
"AIM/Hub V2.2","1.5C","XER","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.00168425312712208,0.000392126680703309,0.00594347955406835,0.0102628283309617,0.0190025311026314,0.0145217098128373,0.00647490397582791,0.00164265579753191,0.00822761507636169,0.00885278690331479,0.00625642936059714,2.25049033203639e-05,8.89764466873499e-05,0.00226246293657271,0.000410535986259974,9.56311823607559e-05,8.29012781883076e-05,0.000266284195163591,
"AIM/Hub V2.2","1.5C","TUR","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.000684649285136546,0.00225438756395704,0.00208494114891065,0.00788530923542197,0.0171615162697461,0.0167561025836054,0.0107856818745636,-0.00102126200499544,0.0102640236492372,0.0163327285056192,0.0116513567983541,0.000622278863703962,0.00064562290538257,0.00410434306766019,0.000863259751314338,0.000246068491167106,0.000178706247685168,0.000159005208058915,
"AIM/Hub V2.2","1.5C","XOC","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,-0.00241093257569678,-0.000437277258648838,-0.000233889829092393,0.0104691805159289,0.0178816041125832,0.0547948518201876,0.0165895171004827,0.00932287428490652,0.00460466600909457,0.00379741156376141,-0.000337453950043298,-0.000516890835591144,0.00120033082862319,0.000394391714588926,-0.000607992150294656,-7.36316113849389e-05,-0.000106685656233241,-0.000294592212949296,
"AIM/Hub V2.2","1.5C","CHN","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.00568207778457354,0.00601162493944914,0.0127673329122359,0.0158910400779258,0.0219175125723552,0.0149435822312953,0.00568665706648135,-0.000906425187735138,0.00640620285822606,0.00871478132351582,0.00510352533774423,0.00043641683806781,0.000462784441732911,0.00195935158852738,0.000635742091191927,0.000442361704203131,0.000454343972670879,0.000450618470470654,
"AIM/Hub V2.2","1.5C","IND","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.00456282796446799,0.00430532214083151,0.00164918162393604,0.0105060516643226,0.0156932914370478,0.0111605280045793,0.00828384531263189,0.00156358312435774,0.00736993914669557,0.0124372394406241,0.00959997856542487,0.00276948894538866,0.00259800209069176,0.0046192587537224,0.00257253145133303,0.00206107184372315,0.00192117545062538,0.00182394171170828,
"AIM/Hub V2.2","1.5C","JPN","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.00026075460176026,-0.000498141597620716,0.00805771355887718,0.0109573937001262,0.016560552648533,0.0140837745349044,0.0128016503589234,-0.00215933583957186,0.00876465143953635,0.0133696151054939,0.00902660805468369,0.000526431459548649,0.000480383027524289,0.00315722965298277,0.000843497086989986,0.000530428172990693,0.00048835653940309,0.00048211400350795,
"AIM/Hub V2.2","1.5C","XSE","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.00205263099821634,0.00160171553992813,5.0408100094268e-05,-0.000794119735440474,0.0109072393412984,0.023984578612505,0.0136955343047407,-0.00302844575190268,0.0106997503002956,0.017542453033606,0.0110095399803674,0.000725129167014082,0.000808421408805993,0.0034580458224615,0.000667482488407956,4.15982999342868e-05,-8.18404206547108e-05,-0.000140746847088025,
"AIM/Hub V2.2","1.5C","XSA","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.002429131194101,0.00175621319996042,0.00552663635707006,0.00494355713010882,0.0167384495478929,0.0231089244347298,0.0050701695886305,0.00163813677920148,0.00703047856743234,0.0102530500415613,0.00772382909738812,0.00193088186580552,0.00166085870783261,0.00540001285440292,0.00343860214809595,0.00274126144958513,0.00243577618588859,0.00214872117017086,
"AIM/Hub V2.2","1.5C","CAN","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,-0.000198296066892817,0.00339143826712549,0.00942208055198656,0.012138457172796,0.0241428995344968,0.0184526939464247,0.00662596387306977,-0.00174836669611771,0.00820857857372039,0.012647985537384,0.00787591387660769,0.000133644125782562,0.000198902468530782,0.00256662181472669,0.000477386579551431,5.35901125313654e-05,-3.80776394122373e-05,-7.21610300233211e-05,
"AIM/Hub V2.2","1.5C","BRA","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.001655386102249,0.000493518713018953,0.00833808046153052,0.0120178345481727,0.0185337424787845,0.0115995402506664,0.00148945043244927,0.0018335536926499,0.00804571803876236,0.0101188266155604,0.00973055030522927,0.00242726139803673,0.00231478447465454,0.00286751184234735,0.00178169223132838,0.00122364247288786,0.00174681240296177,0.00160998096401306,
"AIM/Hub V2.2","1.5C","XLM","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.00364078894742298,0.00113313191086227,0.00694840732968509,0.00926243845064008,0.0212286868119616,0.0166850658549666,0.00777038704109687,-0.00139467539839649,0.00979899919593774,0.0122343496489782,0.00956988533139558,0.000112897437377257,-0.000185035941320755,0.00349766263046227,0.000104878802518815,-0.000295720110820175,-0.000447491698655167,-0.00050536031348507,
"AIM/Hub V2.2","1.5C","CIS","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,-0.00185618245469771,0.00061795045208356,0.00593419437178498,0.00410132077217725,0.00836518330166913,0.00749208887430948,0.00604780647837014,-0.000197203810869484,0.00416363503637514,0.00537766083211033,0.00387025754212824,0.001157039062485,0.000788347923874022,0.00118202345979469,0.000270527798840425,0.000126269360857412,0.00011324168899226,0.000106784015308103,
"AIM/Hub V2.2","1.5C","XME","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.000964153884706598,0.00216594020420725,0.00210055974145812,0.00454636498605974,0.0248925884581517,0.0484720641960647,0.0268658904219795,0.00026907984560165,0.0139156427452814,0.0177220470824631,0.00851768616612696,-0.000108468404285778,2.84032554664693e-05,0.00237275322537867,0.000276970838168222,-7.49982354617318e-05,-0.000103726502318313,-0.000102481272018462,
"AIM/Hub V2.2","1.5C","XNF","ChangeRate_Electricity_Rate_Total","EJ/yr/EJ/yr/y",0,0.00387660707705579,0.000558679434025866,0.000535996411251344,0.00440255668493532,0.0253018409583905,0.0335037565575552,0.0182875570998623,0.00395517054675389,0.0138418429972445,0.0146860766077144,0.00908714885723252,-0.000120496385239788,7.00038303544925e-05,0.00320154819767922,0.000560971975454461,8.74043109310829e-05,1.0960733247023e-06,-0.000280760203126174,
